CAPTURE_ROUND_ID,YEAR,SEASON,DATE,TIME,MINUTES_AFTER_SUNRISE,PROPERTY_ID,PROPERTY_TYPE,RECAPTURE,BAND_NUMBER,SPECIES,SEX,MASS (g),MAX WING CHORD (mm),TAIL (mm),BILL_HEAD (mm),BILL_LENGTH (mm),BILL_WIDTH (mm),BILL_DEPTH (mm),TARSUS_SHORT (mm),TARSUS_LONG (mm),FAT SCORE ,AVIAN POX LESIONS PRESENT,SALMONELLA,DUST RUFFLE PERFORMED,ECTOPARASITES DETECTED,MITES_PRESENT,MITES_ABUNDANCE,LICE_PRESENT,LICE_ABUNDANCE,FAECAL SAMPLE COLLECTED,COCCIDIA_PRESENT,COCCIDIA_ABUNDANCE,HELMINTHS_PRESENT,HELMINTHS_ABUNDANCE
S1,2012,Spring,24/09/12,10:25,257,FORD,Feeding,,A190673,Silvereye,,12,63,48,28.6,9.4,3.2,3,17.3,19.4,2,0,0,Yes,0,0,0,0,0,Yes,1,145,0,0
S1,2012,Spring,24/09/12,10:25,257,FORD,Feeding,,A190674,Silvereye,,12.5,62,41,28,8.8,3.7,4.4,17.4,20.3,3,0,,Yes,0,0,0,0,0,,,,,
S1,2012,Spring,24/09/12,10:45,277,FORD,Feeding,,A190675,Silvereye,,11.25,62,47,27.8,9.9,2.2,3.1,17.2,19.2,3,0,,Yes,0,0,0,0,0,Yes,1,22,0,0
S1,2012,Spring,24/09/12,13:15,427,FORD,Feeding,,A190676,Silvereye,,15.5,63,49,28.3,10,4,4.3,16.8,21.5,1,0,,Yes,0,0,0,0,0,,,,,
S1,2012,Spring,24/09/12,15:20,552,FORD,Feeding,,A190677,Silvereye,,11.5,64,46,28.6,10,3.7,5,17.7,20.1,2,0,,Yes,0,0,0,0,0,,,,,
S1,2012,Spring,25/09/12,8:20,134,FORD,Feeding,,A190678,Silvereye,,12,64,46,26.8,9.6,3.4,3.5,17.5,19.8,2,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
S1,2012,Spring,25/09/12,13:48,462,FORD,Feeding,,A190679,Silvereye,,11.5,60,48,28.3,10,3.2,3,15.8,17.6,2,0,,Yes,1,1,13,0,,Yes,1,34,0,0
S1,2012,Spring,25/09/12,15:25,559,FORD,Feeding,,A190680,Silvereye,,12,61,44,27.9,10.4,3.6,3,17.7,20.2,4,0,,Yes,1,1,1,0,0,,,,,
S1,2012,Spring,26/09/12,9:50,224,DEUX,Feeding,,A190681,Silvereye,,13.5,64,46,24.7,11.1,4.6,3,15.7,19.6,2,0,0,Yes,1,1,8,0,0,,,,,
S1,2012,Spring,26/09/12,11:10,304,DEUX,Feeding,,A190683,Silvereye,,11,63,47,30,9.85,4,3.6,17.5,19.8,2,0,,,,,,,,,,,,
S1,2012,Spring,26/09/12,11:10,304,DEUX,Feeding,Recapture,A190648,Silvereye,,11.5,62,50,27.5,8.8,2.3,3,16.3,18.1,4,0,,Yes,1,1,4,0,0,,,,,
S1,2012,Spring,27/09/12,15:07,544,DEUX,Feeding,,A190684,Silvereye,,11.25,61,45,28,9.6,3.6,3.7,16.9,18.8,3,0,,Yes,0,0,0,0,0,,,,,
S1,2012,Spring,4/10/12,16:04,551,MCDO,Nonfeeding,,A190685,Silvereye,,11.25,61,46.5,28.7,10.5,2.6,3.1,17.5,19.9,1,0,0,Yes,1,1,5,0,0,Yes,1,454,0,0
S1,2012,Spring,4/10/12,16:04,551,MCDO,Nonfeeding,,A190686,Silvereye,,11.75,61.5,47.5,28.7,9.8,3.1,3.7,16.9,19.4,0,1,0,Yes,0,0,0,0,0,Yes,1,142,0,0
S1,2012,Spring,5/10/12,9:50,179,HINE,Nonfeeding,,A190687,Silvereye,,10.5,61,49,27.7,9.4,2.8,3.1,17,19.4,1,0,0,Yes,1,1,4,0,0,Yes,0,0,0,0
S1,2012,Spring,8/10/12,11:40,293,REWI,Feeding,,A190688,Silvereye,,12,62.5,46,28.5,10.2,3,3.4,17.1,20.3,2,0,0,Yes,1,1,14,0,0,Yes,1,138,0,0
S1,2012,Spring,8/10/12,11:40,293,REWI,Feeding,,A190689,Silvereye,,11,64,48,28,11,2.8,3.2,16.9,19.3,1,0,,Yes,0,0,0,0,0,Yes,1,14,0,0
S1,2012,Spring,8/10/12,14:25,458,REWI,Feeding,,A190690,Silvereye,,10.75,60,48,29.1,10.6,2.8,3.4,16.8,19.2,2,1,,Yes,1,1,2,0,0,,,,,
S1,2012,Spring,9/10/12,8:40,115,REWI,Feeding,,A190691,Silvereye,,11,63,47,29,10.9,2.9,3.2,17,19.5,2,0,,Yes,1,1,26,0,0,,,,,
S1,2012,Spring,10/10/12,14:15,451,BAYS,Nonfeeding,,A190692,Silvereye,,13.25,61,46.5,28.7,10.4,2.9,2.7,17.2,19.6,3,0,0,Yes,1,0,0,1,1,Yes,1,70,0,0
S1,2012,Spring,16/10/12,13:00,384,HINE,Nonfeeding,,A190693,Silvereye,,11.25,64,43.5,29.4,10.5,2.8,3.1,17.2,19.3,2,0,,Yes,1,1,11,0,0,Yes,0,0,0,0
A2,2013,Autumn,4/03/13,8:15,66,REWI,Feeding,,A190696,Silvereye,,12,61,48,29.3,10.5,2.7,2.9,17.9,20,2,0,,Yes,1,1,4,1,2,Yes,1,1,0,0
A2,2013,Autumn,5/03/13,14:25,435,REWI,Feeding,,A190697,Silvereye,,15.25,61,47,29,11.6,2.7,2.9,17.3,20,3,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A2,2013,Autumn,6/03/13,8:10,59,BAYS,Nonfeeding,,A190698,Silvereye,,12,62,48,28.6,10.4,2.6,3.3,16.9,19.8,3,0,,Yes,0,0,0,0,0,,,,,
A2,2013,Autumn,6/03/13,8:10,59,BAYS,Nonfeeding,,A190699,Silvereye,,11.75,63,51,28.1,9.9,3,3.1,17.3,19.2,2,0,,Yes,0,0,0,0,0,,,,,
A2,2013,Autumn,6/03/13,8:10,59,BAYS,Nonfeeding,,AP9160,Silvereye,,11.25,59,44,28.1,9.8,2.6,3.2,17.5,19.4,1,0,,Yes,1,1,1,0,0,Yes,1,10,0,0
A2,2013,Autumn,6/03/13,11:30,259,BAYS,Nonfeeding,,AP9158,Silvereye,,12.5,62,46,28.6,10.1,2.5,3,17.7,20.2,3,0,,Yes,1,1,3,1,3,,,,,
A2,2013,Autumn,6/03/13,12:20,309,BAYS,Nonfeeding,,AP9157,Silvereye,,12.7,64,47,28.8,11.1,2.6,2.9,18.3,20.8,3,0,,Yes,0,0,0,0,0,Yes,0,0,1,1
A2,2013,Autumn,7/03/13,8:00,48,MCDO,Nonfeeding,,AP9156,Silvereye,,12,64,47,28.9,11.7,2.9,3.6,18.3,20.4,1,0,,Yes,1,1,80,0,0,,,,,
A2,2013,Autumn,7/03/13,12:00,288,MCDO,Nonfeeding,,AP9155,Silvereye,,11.75,57,43,27.8,9.5,2.7,2.9,17.2,19.1,2,0,,Yes,0,0,0,0,0,,,,,
A2,2013,Autumn,7/03/13,12:30,318,MCDO,Nonfeeding,,AP9154,Silvereye,,11.5,60,47,28.9,10.5,2.8,3.2,18.3,20.2,1,0,,Yes,0,0,0,0,0,Yes,1,4,1,21
A2,2013,Autumn,7/03/13,13:55,403,MCDO,Nonfeeding,,AP9153,Silvereye,,12.25,60,47.5,29,10.9,2.6,2.9,17.8,19.5,2,0,,Yes,0,0,0,0,0,Yes,1,10,0,0
A2,2013,Autumn,7/03/13,14:00,408,MCDO,Nonfeeding,,AP9152,Silvereye,,12,61,46,28.5,10.4,3.1,3.2,17.1,19.7,2,0,,Yes,1,1,10,0,0,Yes,1,11,0,0
A2,2013,Autumn,7/03/13,14:15,423,MCDO,Nonfeeding,,AP9151,Silvereye,,12.5,60,44,27.7,10.2,2.9,3.1,18.9,19.2,2,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A2,2013,Autumn,7/03/13,14:15,423,MCDO,Nonfeeding,,AP9150,Silvereye,,11.75,62,45,27.6,10.5,2.7,2.8,17.3,19.6,2,0,,Yes,1,1,2,0,0,Yes,0,0,0,0
A2,2013,Autumn,7/03/13,14:15,423,MCDO,Nonfeeding,,AP9149,Silvereye,,12.25,63,47,28.2,9.7,3,3.3,17.2,19.4,3,0,,,,,,,,Yes,1,20,0,0
A2,2013,Autumn,7/03/13,14:15,423,MCDO,Nonfeeding,,AP9148,Silvereye,,11.5,63,47,27.9,10.5,2.7,3.4,16.9,19.2,2,0,,,,,,,,Yes,0,0,0,0
A2,2013,Autumn,8/03/13,8:35,82,HINE,Nonfeeding,,AP9146,Silvereye,,12.25,62,43,28.6,10.2,2.7,3.1,17.4,20,2,0,,Yes,0,0,0,0,0,Yes,1,10,0,0
A2,2013,Autumn,8/03/13,8:35,82,HINE,Nonfeeding,,AP9145,Silvereye,,12.75,64,44,30,11.1,3.1,3.5,18.2,20.4,2,0,,Yes,0,0,0,0,0,Yes,1,13,0,0
A2,2013,Autumn,8/03/13,10:20,187,HINE,Nonfeeding,,AP9144,Silvereye,,12,61,47,28.1,9.8,2.1,3,17,19.2,3,0,,Yes,1,1,4,0,0,,,,,
A2,2013,Autumn,8/03/13,10:40,207,HINE,Nonfeeding,,AP9143,Silvereye,,11.75,63,49,28.6,9.8,3.1,3,16.9,18.5,3,1,,Yes,1,1,2,0,0,Yes,0,0,1,9
A2,2013,Autumn,8/03/13,13:50,397,HINE,Nonfeeding,,AP9142,Silvereye,,13.5,61,46,28.6,10.9,3,3.1,17.5,19.8,2,0,,Yes,0,0,0,0,0,Yes,1,12,0,0
A2,2013,Autumn,11/03/13,10:55,220,FAIR,Nonfeeding,,AP9141,Silvereye,,11.8,58,46,28.5,10.3,2.7,2.8,17.9,20,2,0,,Yes,1,1,4,1,2,Yes,1,3,0,0
A2,2013,Autumn,12/03/13,8:05,49,FAIR,Nonfeeding,,AP9139,Silvereye,,10.75,61,47,27.9,8.9,2.6,2.9,16.9,19.1,2,0,,Yes,0,0,0,0,0,Yes,1,7,0,0
A2,2013,Autumn,12/03/13,8:50,98,FAIR,Nonfeeding,,AP9138,Silvereye,,13,59,36,28.9,10.9,2.8,3.2,16.8,19.9,1,0,,Yes,1,1,2,1,1,Yes,0,0,1,35
A2,2013,Autumn,12/03/13,14:00,408,FAIR,Nonfeeding,,AP9137,Silvereye,,11.6,63,48,28.5,11.2,3.3,3.2,16.8,19.5,1,0,,Yes,1,1,28,0,0,,,,,
A2,2013,Autumn,13/03/13,8:40,83,HOLY,Feeding,,AP9136,Silvereye,,11.5,59,45,28.3,8.3,3.5,3.6,17.7,20.1,2,0,,Yes,0,0,0,0,0,Yes,1,9,0,0
A2,2013,Autumn,13/03/13,13:40,383,HOLY,Feeding,,AP9135,Silvereye,,11,62,46,28.7,11.6,2.9,2.8,17.6,19.9,2,0,,,,,,,,Yes,1,72,0,0
A2,2013,Autumn,15/03/13,9:45,146,HINE,Nonfeeding,,AP9134,Silvereye,,11.8,59,41.5,29.6,10.8,3,3.3,17,19.5,2,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A2,2013,Autumn,15/03/13,14:35,436,HINE,Nonfeeding,,AP9133,Silvereye,,11.1,59,44.5,28.5,10.6,2.7,2.9,17,19.8,2,0,,Yes,1,1,2,0,,Yes,1,41,0,0
A2,2013,Autumn,18/03/13,12:20,298,DEUX,Feeding,,AP9132,Silvereye,,12.4,60,47,29.6,9.5,3.6,3.6,18.1,20.3,4,0,,Yes,1,1,3,1,1,Yes,1,1,0,0
A2,2013,Autumn,19/03/13,14:03,400,DEUX,Feeding,,AP9131,Silvereye,,11.7,61,46,28.7,9.6,3,3.2,17.5,20.1,4,0,,Yes,1,1,3,1,1,Yes,0,0,0,0
A2,2013,Autumn,20/03/13,9:20,116,FORD,Feeding,,AP9130,Silvereye,,11,60,46,28.2,9.4,3.2,3.4,17.1,18.8,2,0,,Yes,1,1,1,0,0,Yes,1,17,0,0
A2,2013,Autumn,20/03/13,14:05,401,FORD,Feeding,,AP9129,Silvereye,,10.5,59,45,27.4,8.7,2.9,3,17,19.3,3,0,,Yes,0,0,0,0,0,Yes,1,13,0,0
A2,2013,Autumn,20/03/13,14:35,431,FORD,Feeding,,AP9128,Silvereye,,12,63,48,28.5,9.5,3.1,3,16.7,19.2,3,0,,Yes,1,1,6,0,0,,,,,
A2,2013,Autumn,22/03/13,11:20,235,BAYS,Nonfeeding,,AP9127,Silvereye,,12.4,63,48,28.2,10.6,2.9,3.2,17.5,19.5,2,0,,Yes,1,1,5,0,0,Yes,0,0,0,0
A2,2013,Autumn,22/03/13,11:50,265,BAYS,Nonfeeding,,AP9126,Silvereye,,12,64,46,29.3,10.3,2.8,3.1,17.7,19.6,3,0,,Yes,1,1,7,0,0,Yes,0,0,0,0
A2,2013,Autumn,22/03/13,14:40,435,BAYS,Nonfeeding,,AP9125,Silvereye,,12.5,61,48,29.1,10.8,3,3.5,17,19.2,3,0,,Yes,1,1,13,1,1,Yes,1,22,1,2
A2,2013,Autumn,22/03/13,15:15,470,BAYS,Nonfeeding,,AP9124,Silvereye,,11.75,61,44,27.8,9.4,2.5,3,16.4,19,3,0,,Yes,0,0,0,0,0,Yes,1,235,0,0
A2,2013,Autumn,22/03/13,15:40,495,BAYS,Nonfeeding,,AP9123,Silvereye,,11.75,62,46,28.5,9.5,3,3.1,17.6,19.9,3,0,,Yes,1,1,4,0,0,,,,,
A2,2013,Autumn,25/03/13,14:05,397,FAIR,Nonfeeding,,AP9121,Silvereye,,12,61,43,29.4,11,2.6,2.9,17.9,19.9,3,0,,Yes,1,1,3,1,3,Yes,1,92,0,0
A2,2013,Autumn,26/03/13,14:15,406,MCDO,Nonfeeding,,AP9120,Silvereye,,12,59,46,27.9,10.4,2.4,2.7,17.1,18.2,3,0,,Yes,1,0,7,1,1,,,,,
A2,2013,Autumn,26/03/13,14:35,426,MCDO,Nonfeeding,,AP9119,Silvereye,,10.75,,48,,,,,16.8,18.5,,,,,,,,,,Yes,1,38,0,0
S2,2013,Spring,9/08/13,8:10,59,HINE,Nonfeeding,Recapture,AP9133,Silvereye,,10.5,59,44,28.5,10.6,2.7,2.9,17,19.8,,1,,Yes,1,1,10,0,0,Yes,1,79,1,100
S2,2013,Spring,9/08/13,8:10,59,HINE,Nonfeeding,,AP9118,Silvereye,,11.5,63.5,48,28.4,11.1,2.9,3.1,17.1,19.4,3,1,,Yes,1,1,10,0,0,Yes,1,12,0,0
S2,2013,Spring,9/08/13,8:57,106,HINE,Nonfeeding,,AP9117,Silvereye,,10.25,63.5,47,27.6,10.3,2.4,2.4,16.7,18.6,2,0,,Yes,1,1,7,0,0,Yes,1,41,1,20
S2,2013,Spring,9/08/13,9:04,113,HINE,Nonfeeding,,AP9116,Silvereye,,11.25,61,45,29,11.9,2.8,3.2,17.4,20.5,3,0,,Yes,0,0,0,0,0,Yes,1,3,0,0
S2,2013,Spring,9/08/13,9:33,142,HINE,Nonfeeding,,AP9115,Silvereye,,10,61,45,28.6,11.1,3.3,3,16.8,19.7,1,0,,Yes,1,1,4,0,0,,,,,
S2,2013,Spring,13/08/13,15:40,513,BAYS,Nonfeeding,,AP9114,Silvereye,,12.5,59,44,27.4,10.1,3.1,2.8,16.5,18.4,1,0,,Yes,0,0,0,0,0,Yes,1,350,1,2
S2,2013,Spring,14/08/13,9:12,126,FORD,Feeding,,AP9660,Silvereye,,12.5,61,47,29.4,10.5,3.7,3.4,17.1,19.1,3,0,,Yes,1,1,28,0,0,Yes,1,10,0,0
S2,2013,Spring,14/08/13,9:27,141,FORD,Feeding,,AP9659,Silvereye,,12,59,46,28.4,9.8,3.2,3.3,17.9,20.1,3,0,,Yes,1,1,3,0,0,Yes,1,1,1,1
S2,2013,Spring,14/08/13,9:14,128,FORD,Feeding,Recapture,A190653,Silvereye,,12.5,63,47,29,9.9,3,3.1,18.5,21,2,0,,Yes,1,1,56,0,0,,,,,
S2,2013,Spring,14/08/13,9:32,146,FORD,Feeding,,AP9658,Silvereye,,12.5,66,44,28.3,10.3,3.7,3.2,17.8,20.4,1,0,,Yes,1,1,20,0,0,Yes,1,2,0,0
S2,2013,Spring,14/08/13,10:14,188,FORD,Feeding,,AP9657,Silvereye,,11.5,62,46,28.8,9.7,3.6,3.4,18.1,19.3,2,0,,Yes,1,1,26,0,0,,,,,
S2,2013,Spring,14/08/13,10:14,188,FORD,Feeding,,AP9656,Silvereye,,12,62,47,28.6,10.8,3.5,3.4,17.7,19.6,1,0,,Yes,1,1,3,0,0,,,,,
S2,2013,Spring,14/08/13,10:51,225,FORD,Feeding,,AP9655,Silvereye,,13,61,43,29.2,9.8,3.5,3.2,18.5,21,2,0,,Yes,1,1,8,0,0,Yes,1,5,0,0
S2,2013,Spring,14/08/13,11:38,272,FORD,Feeding,,AP9654,Silvereye,,13.5,63,46,30.5,10.9,3.2,3.3,16.6,19,3,0,,Yes,1,1,2,0,0,,,,,
S2,2013,Spring,14/08/13,11:14,248,FORD,Feeding,Recapture,AP9130,Silvereye,,11.5,65,44,28.6,9.4,3.4,3.3,16.6,18.6,2,0,,Yes,1,1,5,0,0,,,,,
S2,2013,Spring,14/08/13,12:01,295,FORD,Feeding,,AP9653,Silvereye,,12.5,63,49,29.8,9.8,2.2,2.6,15.8,18.2,3,0,,,,,,,,Yes,1,185,1,2
S2,2013,Spring,14/08/13,12:35,329,FORD,Feeding,,AP9652,Silvereye,,11,61,47,27.8,9.7,3.6,3.6,17,19.4,4,0,,,,,,,,Yes,0,0,0,0
S2,2013,Spring,14/08/13,13:52,406,FORD,Feeding,,AP9651,Silvereye,,12.5,57.5,45.5,26.6,8.6,2.9,3,17.6,19.8,2,0,,Yes,0,0,0,0,0,,,,,
S2,2013,Spring,14/08/13,14:05,419,FORD,Feeding,,AP9113,Silvereye,,12,69,49,27.8,9.4,2.6,3,18.6,21.2,3,0,,Yes,0,0,0,0,0,Yes,1,35,0,0
S2,2013,Spring,14/08/13,14:30,444,FORD,Feeding,,AP9112,Silvereye,,13,65,44,29.5,9.4,3.6,3.7,19.3,20.2,5,0,,Yes,0,0,0,0,0,Yes,1,97,1,5
S2,2013,Spring,14/08/13,14:30,444,FORD,Feeding,Recapture,A190680,Silvereye,,12,61,44,27.9,10.4,3.6,3,17.7,20.2,4,1,,Yes,1,1,3,0,0,Yes,1,83,0,0
S2,2013,Spring,15/08/13,9:25,140,HOLY,Feeding,,AP9111,Silvereye,,12.25,63,47,29.6,10.1,3.6,3.7,18.1,19.8,3,0,,Yes,1,1,19,0,0,Yes,0,0,0,0
S2,2013,Spring,15/08/13,11:35,270,HOLY,Feeding,,AP9110,Silvereye,,11,63,47,29.3,9.9,2.7,3.1,17.8,19.5,3,0,,Yes,1,1,9,0,0,Yes,0,0,0,0
S2,2013,Spring,15/08/13,12:20,315,HOLY,Feeding,Recapture,A190665,Silvereye,,12.75,60,44.5,29,10.5,3.2,3,17.2,20.2,2,1,,Yes,1,1,1,0,0,Yes,1,15,1,2
S2,2013,Spring,15/08/13,12:45,340,HOLY,Feeding,,AP9108,Silvereye,,11.25,64,47,28.4,9.7,3.9,3.4,17.2,19,4,0,,Yes,1,1,7,0,0,Yes,1,13,0,0
S2,2013,Spring,19/08/13,11:50,290,FAIR,Nonfeeding,,AP9106,Silvereye,,11,63,48,28.6,11.1,2.5,3,17.6,19.9,2,0,,Yes,1,1,16,0,0,Yes,0,0,0,0
S2,2013,Spring,19/08/13,12:45,345,FAIR,Nonfeeding,,AP9105,Silvereye,,11.75,60,45,27.7,10.9,2.9,2.9,16.6,18.6,2,0,,Yes,1,1,5,1,1,Yes,1,27,0,0
S2,2013,Spring,19/08/13,12:45,345,FAIR,Nonfeeding,,AP9104,Silvereye,,11,62,46,27.5,10.3,2.9,3,16.3,19.1,3,0,,Yes,1,1,13,0,0,Yes,1,39,1,8
S2,2013,Spring,19/08/13,13:30,390,FAIR,Nonfeeding,,AP9103,Silvereye,,12.25,61,47,28.1,10.3,2.9,3,17.1,19.8,2,0,,Yes,1,1,13,0,0,Yes,1,27,0,0
S2,2013,Spring,19/08/13,13:30,390,FAIR,Nonfeeding,Recapture,AP9138,Silvereye,,12,62,48,29.3,11.4,3.1,3.3,17.3,19.7,2,0,,Yes,1,1,4,1,1,Yes,1,37,1,3
S2,2013,Spring,20/08/13,9:19,141,FORD,Feeding,,AP9102,Silvereye,,11.25,60,46,28,10,3.7,3.3,17.3,19.6,1,0,,Yes,1,1,16,0,0,Yes,1,77,1,4
S2,2013,Spring,20/08/13,9:50,172,FORD,Feeding,,AP9101,Silvereye,,12,60,43,29.8,10.5,3.3,3,17.9,20.2,2,0,,Yes,1,1,6,0,0,Yes,1,13,0,0
S2,2013,Spring,20/08/13,10:05,187,FORD,Feeding,,AP9650,Silvereye,,12.5,62,44,29.7,9.9,3.7,3.4,17.8,20.3,3,1,,Yes,0,0,0,0,0,Yes,1,5,0,0
S2,2013,Spring,20/08/13,10:30,212,FORD,Feeding,,AP9649,Silvereye,,12.75,61,46,29,10,3.5,3.2,18.1,19.9,2,1,,Yes,1,1,13,0,0,Yes,1,14,0,0
S2,2013,Spring,20/08/13,10:10,192,FORD,Feeding,Recapture,AP9129,Silvereye,,10.75,60,43,28,9.6,3.4,3.4,17.2,19.3,2,1,,Yes,1,1,8,0,0,,,,,
S2,2013,Spring,20/08/13,10:20,202,FORD,Feeding,Recapture,A190653,Silvereye,,12.25,65,47,29,9.9,3,3.1,18.5,21,2,0,,Yes,0,0,0,0,0,,,,,
S2,2013,Spring,20/08/13,10:35,217,FORD,Feeding,Recapture,A190673,Silvereye,,12,64,47,28.6,9.7,3.2,3.4,17.2,19.5,4,1,,Yes,1,1,6,0,0,,,,,
S2,2013,Spring,20/08/13,10:45,227,FORD,Feeding,,AP9648,Silvereye,,11.75,58,46,27.9,9.5,3.2,3.1,16.4,19.6,4,0,,Yes,1,1,20,0,0,,,,,
S2,2013,Spring,20/08/13,10:45,227,FORD,Feeding,,AP9647,Silvereye,,12,62,45,29.5,9.2,2.9,2.9,17.3,19.3,5,0,,,,,,,,Yes,1,3,0,0
S2,2013,Spring,20/08/13,11:50,292,FORD,Feeding,,AP9646,Silvereye,,11.5,60,45,28.8,10.1,3.4,3,18.1,20,1,0,,Yes,1,1,8,0,0,,,,,
S2,2013,Spring,20/08/13,14:00,422,FORD,Feeding,,AP9645,Silvereye,,11.75,60,46,29.2,10.8,3.7,3.5,17.9,19.9,2,0,,Yes,1,1,8,0,0,Yes,1,4,1,23
S2,2013,Spring,22/08/13,9:04,128,DEUX,Feeding,Recapture,A190648,Silvereye,,10.75,62.5,47,27.9,9.5,2.7,3,16.8,17.9,2,0,,Yes,1,1,1,0,0,Yes,1,14,0,0
S2,2013,Spring,22/08/13,9:48,172,DEUX,Feeding,,AP9644,Silvereye,,11.75,62,45,28.6,10.7,2.8,3,17.4,20.2,2,0,,Yes,1,1,12,0,0,Yes,1,32,0,0
S2,2013,Spring,22/08/13,9:59,183,DEUX,Feeding,,AP9643,Silvereye,,11,55,47,28,10.7,3.1,2.8,17.6,20,2,0,,,,,,,,Yes,1,107,0,0
S2,2013,Spring,22/08/13,10:03,187,DEUX,Feeding,,AP9642,Silvereye,,11.5,61,46,29.1,11,3,3,17.9,19.5,3,0,,,,,,,,,,,,
S2,2013,Spring,22/08/13,13:20,384,DEUX,Feeding,,AP9641,Silvereye,,11.6,60,45.5,28.7,11.1,3,2.8,16.2,19.6,3,0,,Yes,1,1,4,0,0,Yes,1,31,1,34
S2,2013,Spring,22/08/13,13:20,384,DEUX,Feeding,,AP9640,Silvereye,,11.25,62.5,46,28.6,10.8,2.7,3.2,17.6,19.6,2,0,,Yes,1,1,13,0,0,,,,,
S2,2013,Spring,22/08/13,13:20,384,DEUX,Feeding,,AP9639,Silvereye,,11.75,60,47,28.2,11.3,3,3.3,17.2,20.1,3,0,,Yes,1,1,12,0,0,Yes,1,9,0,0
S2,2013,Spring,22/08/13,14:25,449,DEUX,Feeding,,AP9638,Silvereye,,11,62,50,28.2,10.9,2.6,3.2,17.2,19.5,4,0,,Yes,1,1,17,0,0,Yes,1,60,0,0
S2,2013,Spring,23/08/13,10:20,205,DEUX,Feeding,,AP9636,Silvereye,,10.5,62,43,28.8,10.3,3.4,3.6,17,19.2,1,0,,Yes,1,1,24,0,0,Yes,1,13,0,0
S2,2013,Spring,23/08/13,11:15,260,DEUX,Feeding,,AP9635,Silvereye,,11.5,63,47,28.8,10.3,3.2,3.1,16.3,18.1,1,0,,Yes,1,1,21,0,0,,,,,
S2,2013,Spring,23/08/13,11:20,265,DEUX,Feeding,,AP9634,Silvereye,,12,64,46,28.7,9.3,3,3.2,18.1,19.5,3,0,,Yes,1,1,6,0,0,Yes,1,20,0,0
S2,2013,Spring,23/08/13,11:20,265,DEUX,Feeding,,AP9633,Silvereye,,13,62,43,28.5,10.6,3.2,3.3,17.1,20.2,2,1,,Yes,1,1,14,0,0,Yes,1,14,0,0
S2,2013,Spring,23/08/13,11:20,265,DEUX,Feeding,,AP9632,Silvereye,,12.7,64,48,30.5,10.9,3.7,3.2,16.9,19.5,2,0,,Yes,1,1,15,0,0,Yes,1,6,0,0
S2,2013,Spring,23/08/13,11:20,265,DEUX,Feeding,,AP9631,Silvereye,,11.25,65,48,29.1,11.3,3.7,3.2,17.6,19.9,3,0,,,,,,,,Yes,1,22,0,0
S2,2013,Spring,23/08/13,11:20,265,DEUX,Feeding,,AP9630,Silvereye,,11.5,62,42,28.8,9.9,3,3.2,17.2,19.7,4,0,,,,,,,,Yes,0,0,0,0
S2,2013,Spring,23/08/13,14:25,450,DEUX,Feeding,Recapture,A190684,Silvereye,,12.5,61,45,28.4,10.8,2.7,3.2,15.7,18.7,2,0,,Yes,1,1,3,0,0,Yes,1,95,0,0
S2,2013,Spring,23/08/13,14:25,450,DEUX,Feeding,,AP9628,Silvereye,,14,63,44,30.1,10.8,3.3,2.9,18.7,20.6,3,0,,,,,,,,Yes,1,200,0,0
S2,2013,Spring,23/08/13,14:30,455,DEUX,Feeding,,AP9627,Silvereye,,11.75,61,43,28.4,10.3,3.2,3.4,17.2,18.6,4,0,,,,,,,,Yes,1,16,0,0
S2,2013,Spring,23/08/13,14:45,470,DEUX,Feeding,,AP9626,Silvereye,,12.25,62,47,30.3,10.6,3.5,3.1,17.5,19.8,3,0,,,,,,,,Yes,1,1370,0,0
S2,2013,Spring,23/08/13,15:04,489,DEUX,Feeding,,AP9625,Silvereye,,12,62,45,30.3,10.5,3.2,3.3,18.4,20.1,3,0,,,,,,,,Yes,1,21,0,0
S2,2013,Spring,23/08/13,15:29,514,DEUX,Feeding,,AP9624,Silvereye,,13.5,62,43,29.7,11.1,2.9,2.5,18,20.8,4,0,,,,,,,,Yes,1,250,0,0
S2,2013,Spring,26/08/13,8:45,114,BAYS,Nonfeeding,,AP9623,Silvereye,,11.25,64.5,55,29,9.5,2.6,3,16.7,19.8,4,0,,Yes,1,1,25,0,0,,,,,
S2,2013,Spring,26/08/13,9:10,139,BAYS,Nonfeeding,Recapture,A190644,Silvereye,,11.5,,,28.2,9.7,2.8,3.1,17.5,19.1,2,0,,Yes,1,1,9,0,0,Yes,0,0,1,19
S2,2013,Spring,26/08/13,9:45,174,BAYS,Nonfeeding,Recapture,AP9125,Silvereye,,11,61,47.5,29.1,10.8,3,3.5,17,19.2,1,0,,Yes,1,1,44,0,0,Yes,0,0,0,0
S2,2013,Spring,26/08/13,14:10,439,BAYS,Nonfeeding,,AP9622,Silvereye,,11.5,62,51,29.2,10.7,2.9,3.3,17.4,19.4,2,0,,Yes,1,1,23,0,0,Yes,1,65,1,5
S2,2013,Spring,27/08/13,12:25,336,REWI,Feeding,,AP9621,Silvereye,,9.5,59,45,28.5,10.8,2.7,3.2,17.2,19.1,3,0,,Yes,1,1,2,0,0,Yes,0,0,0,0
