CAPTURE_ROUND_ID,YEAR,SEASON,DATE,TIME,MINUTES_AFTER_SUNRISE,PROPERTY_ID,PROPERTY_TYPE,RECAPTURE,BAND_NUMBER,SPECIES,SEX,MASS (g),MAX WING CHORD (mm),TAIL (mm),BILL_HEAD (mm),BILL_LENGTH (mm),BILL_WIDTH (mm),BILL_DEPTH (mm),TARSUS_SHORT (mm),TARSUS_LONG (mm),FAT SCORE ,AVIAN POX LESIONS PRESENT,SALMONELLA,DUST RUFFLE PERFORMED,ECTOPARASITES DETECTED,MITES_PRESENT,MITES_ABUNDANCE,LICE_PRESENT,LICE_ABUNDANCE,FAECAL SAMPLE COLLECTED,COCCIDIA_PRESENT,COCCIDIA_ABUNDANCE,HELMINTHS_PRESENT,HELMINTHS_ABUNDANCE
S2,2013,Spring,30/08/13,10:30,225,REWI,Feeding,,AP9620,Silvereye,,12.5,63,,30.2,10.6,2.8,3.3,18.1,19.9,1,0,,,,,,,,Yes,0,0,0,0
S2,2013,Spring,30/08/13,10:30,225,REWI,Feeding,,AP9619,Silvereye,,11.2,62,49,28.2,10.6,2.8,2.9,18.1,20.3,2,0,,,,,,,,Yes,0,0,0,0
S2,2013,Spring,30/08/13,11:00,255,REWI,Feeding,,AP9618,Silvereye,,11,61,45,29.4,10.8,3.2,3.1,16.4,18.9,2,0,,,,,,,,Yes,1,30,1,8
S2,2013,Spring,30/08/13,11:15,270,REWI,Feeding,,AP9617,Silvereye,,10,60,43,29,10.2,3.3,3.3,17.2,19.2,2,0,,Yes,1,1,5,0,0,Yes,1,18,0,0
S2,2013,Spring,30/08/13,11:15,270,REWI,Feeding,,AP9616,Silvereye,,10.5,66,46,28.3,9.2,3.2,2.8,17.2,19.1,1,0,,Yes,0,0,0,0,0,Yes,1,2,1,1
S2,2013,Spring,30/08/13,11:15,270,REWI,Feeding,,AP9615,Silvereye,,10.5,60,46,28.2,9.9,2.6,3,16.9,17.6,2,0,,Yes,0,0,0,0,0,Yes,1,9,0,0
S2,2013,Spring,30/08/13,11:20,275,REWI,Feeding,,AP9614,Silvereye,,11.5,63,47,29.8,10.4,3.5,3.3,17.6,19.8,2,1,,Yes,0,0,0,0,0,Yes,1,5,0,0
S2,2013,Spring,30/08/13,13:45,420,REWI,Feeding,,AP9613,Silvereye,,13.5,61,47,29.2,10.1,3.8,3.2,17.9,20.7,3,0,,Yes,1,1,17,0,0,Yes,1,32,0,0
S2,2013,Spring,30/08/13,13:45,420,REWI,Feeding,,AP9612,Silvereye,,11,64,48,28.9,10.5,2.6,2.9,17.8,20.3,4,0,,Yes,1,1,17,0,0,,,,,
S2,2013,Spring,30/08/13,14:40,475,REWI,Feeding,,AP9611,Silvereye,,12,64,47,29.4,10.6,3.2,3.2,17.5,19.8,4,1,,Yes,1,1,8,0,0,Yes,1,42,0,0
S2,2013,Spring,30/08/13,14:40,475,REWI,Feeding,,AP9610,Silvereye,,11.5,61,47,28.7,11.2,3,3.2,17.3,19.3,2,0,,Yes,1,1,2,1,1,Yes,1,8,0,0
S2,2013,Spring,30/08/13,15:10,505,REWI,Feeding,,AP9609,Silvereye,,10.5,62,43,26.2,10.4,3.2,3.1,17.7,20,2,0,,,,,,,,Yes,1,85,1,1
S2,2013,Spring,2/09/13,14:45,484,HOLY,Feeding,,AP9607,Silvereye,,12,60,45,29.6,10.3,3.2,3.3,18.2,20.1,3,0,,Yes,1,1,41,0,0,Yes,1,5,1,15
S2,2013,Spring,2/09/13,15:20,519,HOLY,Feeding,,AP9606,Silvereye,,12.25,62,44,29,10.7,3.4,3.1,17,19.3,3,1,,Yes,1,1,19,0,0,Yes,1,10,1,12
S2,2013,Spring,3/09/13,11:40,301,MCDO,Nonfeeding,,AP9604,Silvereye,,11.5,62,45,28.7,11.2,2.8,3.1,17,19.8,2,0,,Yes,1,1,22,0,0,Yes,1,19,0,0
S2,2013,Spring,3/09/13,13:10,391,MCDO,Nonfeeding,,AP9603,Silvereye,,10.25,60,47,28.4,10.6,2.8,3.1,17.2,19.4,3,0,,Yes,1,1,20,0,0,,,,,
S2,2013,Spring,3/09/13,13:10,391,MCDO,Nonfeeding,,AP9602,Silvereye,,12,62,48,28.6,11.1,2.8,3.3,16.6,18.7,2,0,,Yes,1,1,20,0,0,Yes,0,0,1,3
S2,2013,Spring,3/09/13,14:00,441,MCDO,Nonfeeding,,AP9601,Silvereye,,11,63.5,47,28.5,11.2,3,3,17.4,19.7,3,0,,Yes,1,1,10,0,0,Yes,1,46,0,0
S2,2013,Spring,3/09/13,14:42,483,MCDO,Nonfeeding,,AP9750,Silvereye,,10.25,61,45.5,28,9.7,2.8,3,16.3,18.4,2,0,,,,,,,,Yes,1,964,0,0
S2,2013,Spring,4/09/13,8:15,97,FAIR,Nonfeeding,Recapture,AP9139,Silvereye,,11.25,61,42.5,27.9,8.9,2.6,2.9,16.9,19.1,1,0,,Yes,1,1,10,0,0,,,,,
S2,2013,Spring,4/09/13,11:25,287,FAIR,Nonfeeding,,AP9749,Silvereye,,11,61,47,29,9.4,2.4,3.2,17.7,19.9,1,0,,Yes,1,1,21,0,0,Yes,0,0,1,19
A1,2012,Autumn,22/03/12,9:15,109,MCDO,Nonfeeding,,BP1259,House sparrow,M,27,78,56,30.6,11.1,6.3,7.7,18.3,22,2,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,22/03/12,9:15,109,MCDO,Nonfeeding,,BP1258,House sparrow,M,26,79,59,30.6,9.9,6.6,7.2,18.8,22.3,0,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,23/03/12,12:25,299,HINE,Nonfeeding,,BP1256,House sparrow,M,29.5,75,58,32,11.6,6.5,7.9,20.1,23.4,1,0,0,Yes,1,0,0,1,1,Yes,1,48,0,0
A1,2012,Autumn,28/03/12,10:20,169,FAIR,Nonfeeding,,BP1257,House sparrow,F,27,76,57,32.4,11.8,7.2,7.6,19.5,21.7,1,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,28/03/12,13:45,374,FAIR,Nonfeeding,,BP1255,House sparrow,M,31,79,55,32.1,11.8,6.6,7.2,19,21.6,1,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,29/03/12,9:25,113,REWI,Feeding,,BP1254,House sparrow,F,28,75,53,32.1,12.1,6.8,7.6,19.2,22.1,3,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,29/03/12,9:25,113,REWI,Feeding,,BP1253,House sparrow,M,26.5,76,52,32,11.9,7.7,7.6,20.2,22.8,2,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,30/03/12,10:45,192,BAYS,Nonfeeding,,BP1252,House sparrow,F,31,72,55,32.4,11.9,6.7,7.9,20.4,23.3,3,0,0,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,8:00,74,HOLY,Feeding,,BP1251,House sparrow,M,30,79,58,31.9,11.6,6.8,8.2,19.5,22.7,1,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,8:00,74,HOLY,Feeding,,BP1250,House sparrow,F,25.5,74,57,31.1,12.4,6.3,7.1,18.6,21,1,0,0,Yes,1,0,0,1,17,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,8:00,74,HOLY,Feeding,,BP1249,House sparrow,F,25.5,76,56,31.2,12.5,6.4,7.8,21.1,23.3,3,0,0,Yes,1,1,2,0,0,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,9:40,174,HOLY,Feeding,,BP1248,House sparrow,M,30,79,57,31.7,12.2,7,7.7,20.1,23.3,2,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,9:50,184,HOLY,Feeding,,BP1247,House sparrow,F,28.5,79,57,32,13,7.2,7.8,18.3,21.3,2,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,10:30,224,HOLY,Feeding,,BP1246,House sparrow,F,28,73,47,31.6,11.8,7.4,7.8,19.5,21.7,0,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,11:00,254,HOLY,Feeding,,BP1245,House sparrow,F,26.5,,56,,,,,19.4,24.5,,,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,11:00,254,HOLY,Feeding,,BP1244,House sparrow,M,29.5,79,58,33.8,12.6,7.4,8.2,22.6,25.7,4,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,11:31,285,HOLY,Feeding,,BP1243,House sparrow,M,29,,55,31.3,11.9,7.4,7.5,19.4,22.1,3,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,15/04/12,15:00,494,HOLY,Feeding,,BP1241,House sparrow,F,27.5,76,59,30.6,11.8,6.9,7.8,17.7,20.8,,0,,Yes,0,0,0,0,0,Yes,1,1370,0,0
A1,2012,Autumn,15/04/12,15:40,534,HOLY,Feeding,,BP1240,House sparrow,F,30.5,70,49,33.1,12.3,7.5,7.6,20.2,23,2,0,,Yes,0,0,0,0,0,Yes,1,927,0,0
A1,2012,Autumn,16/04/12,8:37,110,DEUX,Feeding,,BP1238,House sparrow,F,26.25,75,56,32,12.5,7.1,7.7,19.5,22.3,2,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,16/04/12,9:50,183,DEUX,Feeding,,BP1239,House sparrow,F,28,75,56,31,12.9,7.1,7.6,20.3,22.9,2,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,16/04/12,9:55,188,DEUX,Feeding,,BP1237,House sparrow,M,25.75,79,56,32.2,13,6.7,7.8,19.7,23,1,0,0,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,16/04/12,10:35,228,DEUX,Feeding,,BP1236,House sparrow,M,30,79,60,31.4,12.1,6.9,7.8,19.7,23,1,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,16/04/12,11:22,275,DEUX,Feeding,,BP1235,House sparrow,M,26,76,58,31.3,12.7,7.3,7.5,18.8,22,1,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,17/04/12,7:50,62,DEUX,Feeding,,BP1234,House sparrow,M,28,78,56,31.9,12.3,7.2,7.6,20.5,23.1,1,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,17/04/12,9:15,147,DEUX,Feeding,,BP1232,House sparrow,M,29,76,56,31.7,12.4,6.7,7.5,20,23.5,2,1,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,17/04/12,10:30,222,DEUX,Feeding,,BP1231,House sparrow,F,29.75,73,52,32.4,12.1,7.2,7.6,19.1,22,0,0,,Yes,1,0,,1,4,Yes,0,0,0,0
A1,2012,Autumn,17/04/12,13:20,392,DEUX,Feeding,,BP1230,House sparrow,M,26.5,80,59,30.8,12.9,7.3,8,20.2,22.5,1,0,,,,,,,,,,,,
A1,2012,Autumn,17/04/12,13:50,422,DEUX,Feeding,,BP1229,House sparrow,F,28,76,52,31.4,12.2,7,7.7,19.7,22.6,1,0,,,,,,,,,,,,
A1,2012,Autumn,18/04/12,7:40,51,FORD,Feeding,,BP1228,House sparrow,M,27.75,81,61,30.5,11.8,7,7.5,20,22.3,1,0,1,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,7:45,56,FORD,Feeding,,BP1227,House sparrow,M,25.25,78,55,31.3,11.1,6.8,7.3,18.5,21,2,0,0,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,7:50,61,FORD,Feeding,,BP1226,House sparrow,F,25,75,54,31.9,12.3,6,7.4,19,21.7,2,0,0,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,7:50,61,FORD,Feeding,,BP1225,House sparrow,M,26.25,76,56,30.6,12.6,6.8,7.5,19.3,22.1,1,0,0,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,7:55,66,FORD,Feeding,,BP1224,House sparrow,M,27.5,80,56,31.4,12.5,6.4,7.3,19.1,22,1,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,8:00,71,FORD,Feeding,,BP1223,House sparrow,M,29.75,78,57,31.5,12.1,6.8,7.8,19.3,22.7,1,1,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,8:00,71,FORD,Feeding,,BP1222,House sparrow,M,27.5,,,32.1,10.7,7.5,8,18.9,21.9,,,,,,,,,,,,,,
A1,2012,Autumn,18/04/12,8:00,71,FORD,Feeding,,BP1221,House sparrow,M,29,78,66,31.2,10.8,6.7,6.6,18.3,21.9,3,0,,Yes,0,0,0,0,0,,,,,
A1,2012,Autumn,18/04/12,8:00,71,FORD,Feeding,,BP1220,House sparrow,M,28,79,60,31.6,10.2,7.7,7.3,18.9,20.1,1,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,10:00,191,FORD,Feeding,,BP1219,House sparrow,M,29.25,80,55,31.6,11.5,6.8,8,19,21.9,3,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,10:35,226,FORD,Feeding,,BP1218,House sparrow,M,30,80,56,31.7,13.3,6.8,7.5,19.7,23.3,1,0,,,,,,,,,,,,
A1,2012,Autumn,18/04/12,10:53,244,FORD,Feeding,,BP1217,House sparrow,M,29,80,58,30,10.2,7.8,7.4,18.1,20.2,1,0,,,,,,,,,,,,
A1,2012,Autumn,18/04/12,11:03,254,FORD,Feeding,,BP1216,House sparrow,F,26.5,76,55,31,11,6.3,7.6,19.1,21.6,3,0,,Yes,0,0,0,0,0,,,,,
A1,2012,Autumn,18/04/12,11:03,254,FORD,Feeding,,BP1215,House sparrow,F,27.5,71,59,31.3,10.8,6.1,7.5,19.1,21.7,0,1,,,,,,,,Yes,1,2,0,0
A1,2012,Autumn,18/04/12,11:43,294,FORD,Feeding,,BP1214,House sparrow,M,27.75,80,55,32,10.9,7.7,7.9,20.4,22.5,3,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,11:54,305,FORD,Feeding,,BP1213,House sparrow,M,26.5,76,56,30.8,10.3,6,7,19,20.9,2,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,11:58,309,FORD,Feeding,,BP1212,House sparrow,M,29,79,66,32.1,11.7,7.7,7.3,19.7,22.1,1,1,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,14:30,461,FORD,Feeding,,BP1211,House sparrow,M,23.75,79,59,30.5,12.5,6.3,7,18,20.5,2,0,,Yes,0,0,0,0,0,Yes,1,446,0,0
A1,2012,Autumn,18/04/12,15:15,506,FORD,Feeding,,BP1210,House sparrow,F,30.5,78,58,31.3,10.9,7.6,8.3,18.7,22.3,4,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,18/04/12,15:15,506,FORD,Feeding,,BP1209,House sparrow,M,28.5,77,56,30.7,10.6,6.6,7.7,20.7,22.7,3,0,,Yes,0,0,0,0,0,,,,,
A1,2012,Autumn,19/04/12,7:50,60,FORD,Feeding,,BP1208,House sparrow,M,28.25,79,59,31.2,12.3,6.9,7.7,19.5,22.9,1,0,,,,,,,,,,,,
A1,2012,Autumn,19/04/12,8:00,70,FORD,Feeding,,BP1207,House sparrow,F,27.25,77,56,30.7,12.6,6.2,7.2,19.2,22.1,1,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,19/04/12,8:55,125,FORD,Feeding,,BP1206,House sparrow,M,25.75,75,52,32.7,11.9,6,7.4,18.9,20.9,2,1,,,,,,,,Yes,1,1,0,0
A1,2012,Autumn,19/04/12,10:00,190,FORD,Feeding,,BP1205,House sparrow,F,26.75,76,54,31.4,12.6,6.7,7.3,19.8,22.1,1,0,,,,,,,,Yes,1,1,0,0
A1,2012,Autumn,19/04/12,11:15,265,FORD,Feeding,,BP1204,House sparrow,F,27.5,76,55,31,11.6,7,7.2,18.5,21.6,2,0,,,,,,,,,,,,
A1,2012,Autumn,8/05/12,8:55,109,HOLY,Feeding,,BP1203,House sparrow,M,28,75,57,31.8,10.6,6.5,7.9,18,21.2,3,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,8/05/12,9:45,159,HOLY,Feeding,,BP1202,House sparrow,F,26.2,74,53,31.4,11.7,6.8,7.4,19,22.6,4,0,,,,,,,,Yes,1,3,0,0
A1,2012,Autumn,8/05/12,11:40,274,HOLY,Feeding,,BP1201,House sparrow,F,28,75,53,30.9,12,6.8,7.5,20.5,22.9,1,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,8/05/12,12:10,304,HOLY,Feeding,,BP3000,House sparrow,M,29.5,78,61,30.2,10.4,7.3,7.9,20.3,23.5,3,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,8/05/12,12:35,329,HOLY,Feeding,,BP2999,House sparrow,M,28,78,57,31.8,12.5,7.2,8,19,21.9,2,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,8/05/12,12:35,329,HOLY,Feeding,,BP2998,House sparrow,F,27.25,75,55,31.5,10.8,6.9,7.5,17.8,21.2,3,0,,,,,,,,Yes,1,375,1,1
A1,2012,Autumn,18/05/12,10:20,185,HINE,Nonfeeding,,BP2997,House sparrow,M,27.5,76,52,31.1,11.5,7,8,18.5,22.1,1,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,18/05/12,10:40,205,HINE,Nonfeeding,,BP2996,House sparrow,M,28,76,59,30.2,12.7,6.7,7.4,17.4,20.4,3,1,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,18/05/12,11:45,270,HINE,Nonfeeding,,BP2994,House sparrow,M,28.5,79,57,32.4,11.9,6.9,7.6,18.8,22.2,5,0,,Yes,1,0,0,1,4,Yes,0,0,0,0
A1,2012,Autumn,18/05/12,11:46,271,HINE,Nonfeeding,,BP2993,House sparrow,F,28,77,58,32.1,12.1,7.3,7.3,18.5,21.7,1,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,18/05/12,11:50,275,HINE,Nonfeeding,,BP2995,House sparrow,M,31,79,58,32.5,13.1,7.5,7.5,18.8,22.3,4,1,0,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,18/05/12,11:55,280,HINE,Nonfeeding,,BP2992,House sparrow,M,26.25,76,57,33.2,12.6,7.6,7.5,18.3,21.2,1,0,,,,,,,,Yes,1,2,0,0
A1,2012,Autumn,18/05/12,13:05,350,HINE,Nonfeeding,,BP2991,House sparrow,M,28.5,78,56,32,13,7,7.8,20.2,22.3,5,1,,Yes,1,0,0,1,1,Yes,1,862,0,0
A1,2012,Autumn,18/05/12,14:00,405,HINE,Nonfeeding,,BP2990,House sparrow,F,27.25,,,,,,,18,21.1,,,,,,,,,,Yes,1,255,0,0
A1,2012,Autumn,23/05/12,9:22,124,REWI,Feeding,,BP2989,House sparrow,M,29.5,80,55,31.9,12.7,6,7.6,19.5,22.3,3,0,,Yes,1,0,0,1,10,Yes,0,0,0,0
A1,2012,Autumn,23/05/12,9:51,153,REWI,Feeding,,BP2988,House sparrow,M,22.5,76,58,31.4,12,6.4,7.9,16.5,19.2,3,1,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,23/05/12,15:40,502,REWI,Feeding,,BP2987,House sparrow,M,26,77,53,31.9,11.7,6.3,7.2,19.8,22.6,2,0,,Yes,1,0,0,1,2,Yes,1,250,0,0
A1,2012,Autumn,27/05/12,8:45,84,HOLY,Feeding,,BP2986,House sparrow,M,28,78,56,30.7,11.1,6.6,7.6,18.4,21.6,3,0,,Yes,1,0,0,1,2,Yes,0,0,0,0
A1,2012,Autumn,27/05/12,9:15,114,HOLY,Feeding,,BP2985,House sparrow,F,27.25,77,56,32.2,12.7,7.2,7.7,19.8,22.5,1,1,,Yes,0,0,0,0,0,Yes,0,0,0,0
A1,2012,Autumn,27/05/12,9:15,114,HOLY,Feeding,,BP2984,House sparrow,M,27,87,58,32.4,12.8,6.8,7.7,20.3,22.3,2,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,27/05/12,9:35,134,HOLY,Feeding,,BP2983,House sparrow,M,27,74,56,31.8,10.7,7,7.8,19.5,22.2,,,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,27/05/12,9:55,154,HOLY,Feeding,,BP2982,House sparrow,F,27.5,76,52,30.7,11.8,5.9,7.6,20.7,23.4,3,1,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,27/05/12,9:55,154,HOLY,Feeding,,BP2981,House sparrow,M,30,80,56,32.1,10.9,6.6,7.6,19.1,22.2,3,0,,,,,,,,Yes,1,7,0,0
A1,2012,Autumn,27/05/12,10:50,209,HOLY,Feeding,,BP2980,House sparrow,F,22.5,76,56,31.6,10.5,7.1,8,19.6,22.3,0,1,,,,,,,,Yes,1,101,0,0
A1,2012,Autumn,27/05/12,10:50,209,HOLY,Feeding,,BP2979,House sparrow,F,30.5,76,55,32.2,11.5,7.7,8.1,20.3,22.9,4,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,27/05/12,11:30,249,HOLY,Feeding,,BP2978,House sparrow,M,27,78,57,30.9,11.7,6.7,7.7,19,22.1,3,0,,,,,,,,Yes,0,0,0,0
A1,2012,Autumn,27/05/12,11:30,249,HOLY,Feeding,,BP2977,House sparrow,M,28.5,76,59,30.6,10.8,7.3,8.2,19.3,21.6,2,0,,,,,,,,Yes,1,654,0,0
A1,2012,Autumn,27/05/12,11:30,249,HOLY,Feeding,,BP2976,House sparrow,F,25.5,60,51,31,11.7,6.4,7.5,20.2,22.7,1,1,,,,,,,,,,,,
A1,2012,Autumn,27/05/12,12:25,304,HOLY,Feeding,,BP2975,House sparrow,F,30,75,56,33,11.1,6.8,7.8,20.4,23.3,4,0,,,,,,,,Yes,1,5,0,0
A1,2012,Autumn,27/05/12,12:50,329,HOLY,Feeding,,BP2974,House sparrow,M,28,79,56,32.2,11.9,6.8,7.5,19.9,22.1,3,0,,,,,,,,Yes,1,2,0,0
S1,2012,Spring,18/09/12,8:55,158,HOLY,Feeding,,BP2973,House sparrow,M,27,79,57,31.6,12.9,6.9,7.7,19.5,22.8,1,0,0,,,,,,,,,,,
S1,2012,Spring,18/09/12,9:47,210,HOLY,Feeding,,BP2972,House sparrow,M,26.5,75,57,31.4,10.7,6.3,7.6,18.5,21.5,1,0,0,,,,,,,Yes,0,0,0,0
S1,2012,Spring,18/09/12,10:43,266,HOLY,Feeding,,BP2971,House sparrow,M,23.75,77.5,58,31.8,12.2,6.5,7.6,18.8,21.6,0,0,0,,,,,,,,,,,
S1,2012,Spring,18/09/12,10:55,278,HOLY,Feeding,,BP2970,House sparrow,F,27.5,75,55,31.6,12.8,6.9,7.8,19,21.3,1,0,0,,,,,,,,,,,
S1,2012,Spring,18/09/12,12:30,373,HOLY,Feeding,,BP2969,House sparrow,F,26.5,79,60,31.3,11.1,7.3,7.6,19,22,3,0,0,,,,,,,Yes,1,4,0,0
S1,2012,Spring,18/09/12,12:30,373,HOLY,Feeding,,BP2968,House sparrow,F,28.5,87,58,29.4,10.5,6.8,8.1,19.4,22.4,2,0,,,,,,,,Yes,1,21,0,0
S1,2012,Spring,18/09/12,14:05,468,HOLY,Feeding,,BP2967,House sparrow,F,27,,53,,,,,18.9,21.5,,,,,,,,,,,,,,
S1,2012,Spring,18/09/12,15:10,533,HOLY,Feeding,,BP2966,House sparrow,M,28,77,52,32.6,10.8,7.1,8.3,19.7,22.8,1,0,,,,,,,,Yes,1,2000,0,0
S1,2012,Spring,18/09/12,15:10,533,HOLY,Feeding,,BP2965,House sparrow,M,26.5,80,59,31.6,13.3,7,7.7,19.5,22.1,0,0,,,,,,,,Yes,1,191,1,34
S1,2012,Spring,19/09/12,8:30,135,HOLY,Feeding,,BP2964,House sparrow,F,26.5,78,57,31,12.6,7.1,7.2,19,21.8,3,0,,Yes,0,0,0,0,0,,,,,
S1,2012,Spring,19/09/12,8:30,135,HOLY,Feeding,,BP2963,House sparrow,M,25.5,78,62,30.5,10.8,7.1,8,18.2,21.4,2,0,,Yes,0,0,0,0,0,,,,,
S1,2012,Spring,19/09/12,8:50,155,HOLY,Feeding,,BP2962,House sparrow,M,28.75,77,64,32.9,12.4,7.3,7.8,19.5,23,1,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
S1,2012,Spring,19/09/12,9:25,190,HOLY,Feeding,,BP2961,House sparrow,F,28.5,76.5,57,32.7,13.8,7.2,7.7,20.2,22.4,3,0,,,,,,,,Yes,0,0,0,0
S1,2012,Spring,19/09/12,10:35,260,HOLY,Feeding,,BP2960,House sparrow,F,34.5,78,56,33.1,12.8,7,7.8,19.6,22.2,2,0,,,,,,,,Yes,0,0,0,0
S1,2012,Spring,19/09/12,13:10,415,HOLY,Feeding,,BP2959,House sparrow,M,30,73,59,32.2,11.6,6.7,7.4,18.5,22,1,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
S1,2012,Spring,19/09/12,13:20,425,HOLY,Feeding,,BP2958,House sparrow,M,27,76,57,31,10.1,7,7.7,18.3,20.8,1,0,,Yes,0,0,0,0,0,Yes,0,0,0,0
S1,2012,Spring,19/09/12,13:25,430,HOLY,Feeding,,BP2957,House sparrow,M,27.5,79,57,31.4,11,7.5,8,18.8,21,2,0,,Yes,0,0,0,0,0,,,,,
S1,2012,Spring,19/09/12,14:10,475,HOLY,Feeding,,BP2956,House sparrow,M,24.5,75,60,29.7,10.3,7.5,7.9,18.4,20.5,3,0,,,,,,,,Yes,1,87,1,132
S1,2012,Spring,19/09/12,14:10,475,HOLY,Feeding,,BP2955,House sparrow,F,27.5,77,59,32,11.3,7,8,18,20.7,2,0,,Yes,0,0,0,0,0,Yes,1,640,1,41
S1,2012,Spring,19/09/12,14:25,490,HOLY,Feeding,Recapture,BP1247,House sparrow,F,28.5,,,32,13,7.2,7.8,18.3,21.3,3,0,,,,,,,,,,,,
S1,2012,Spring,19/09/12,15:10,535,HOLY,Feeding,,BP2954,House sparrow,M,30,77,52,32,12,7.2,8.6,20.1,22.8,2,0,,Yes,0,0,0,0,0,Yes,1,439,0,0
S1,2012,Spring,20/09/12,9:15,181,FAIR,Nonfeeding,,BP2953,House sparrow,F,30.5,75,51,31.6,12.2,7.2,7.5,19.9,22.5,3,0,0,Yes,0,0,0,0,0,Yes,1,2,0,0
S1,2012,Spring,20/09/12,10:45,271,FAIR,Nonfeeding,,BP2952,House sparrow,M,27.25,81,61,31.4,12.1,7.6,7.7,19,21.7,2,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
S1,2012,Spring,20/09/12,10:50,276,FAIR,Nonfeeding,,BP2951,House sparrow,F,28.75,76,53,31.1,13.2,7,8,20,22.1,1,0,0,Yes,0,0,0,0,0,Yes,1,23,0,0
S1,2012,Spring,20/09/12,10:50,276,FAIR,Nonfeeding,,BP2950,House sparrow,M,29.75,78,54,32.1,13.6,7.8,8.6,20.5,23.6,1,0,0,Yes,0,0,0,0,0,Yes,0,0,1,1
S1,2012,Spring,20/09/12,10:50,276,FAIR,Nonfeeding,,BP2949,House sparrow,M,27,77,55,31.9,12.3,6.8,7.4,19.9,22.9,3,0,0,Yes,0,0,0,0,0,Yes,0,0,0,0
S1,2012,Spring,20/09/12,15:20,546,FAIR,Nonfeeding,,BP2948,House sparrow,F,28,74,57,30.9,13.1,6.9,8.1,18.5,20.6,2,0,,Yes,0,0,0,0,0,Yes,1,620,0,0
