Experiment,Date,TimeDemo,TimeTest,Temperature,Humidity,Airpressure,Block,Treatment,PhenotypeObserverFemale,PhenotypeChosenDemo,Phenotype1CourtingMale,Phenotype2CourtingMale,PhenotypeChosenTest,NumberCourtingMales,MateCopyingScores,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,12:59 PM,1:29 PM,25.9,65,1021,77,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,12:59 PM,1:29 PM,25.9,65,1021,77,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,1:15 PM,1:46 PM,26,65,1021,78,informed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,1:15 PM,1:46 PM,26,65,1021,78,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,1:15 PM,1:46 PM,26,65,1021,78,informed,Curly,WT,Curly,WT,Curly,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,1:15 PM,1:46 PM,26,65,1021,78,uninformed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,1:15 PM,1:46 PM,26,65,1021,78,informed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,1:15 PM,1:46 PM,26,65,1021,78,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:03 PM,2:33 PM,26.1,65,1020,79,uninformed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:03 PM,2:33 PM,26.1,65,1020,79,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:03 PM,2:33 PM,26.1,65,1020,79,informed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:03 PM,2:33 PM,26.1,65,1020,79,uninformed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:03 PM,2:33 PM,26.1,65,1020,79,informed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:03 PM,2:33 PM,26.1,65,1020,79,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:20 PM,2:51 PM,26.1,66,1020,80,informed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:20 PM,2:51 PM,26.1,66,1020,80,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:20 PM,2:51 PM,26.1,66,1020,80,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:20 PM,2:51 PM,26.1,66,1020,80,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:20 PM,NA,26.1,66,1020,80,NA,Curly,NA,NA,NA,NA,0,1,,,,,,,,,,,,,,,,,
Mate-copying,9/6/2016,2:20 PM,NA,26.1,66,1020,80,NA,Curly,NA,NA,NA,NA,0,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:11 AM,9:42 AM,26.2,62,1018,81,informed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:11 AM,9:42 AM,26.2,62,1018,81,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:11 AM,9:42 AM,26.2,62,1018,81,uninformed,Curly,Curly,Curly,WT,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:11 AM,9:42 AM,26.2,62,1018,81,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:11 AM,9:42 AM,26.2,62,1018,81,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:11 AM,9:42 AM,26.2,62,1018,81,uninformed,Curly,WT,NA,NA,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:20 AM,9:50 AM,26.2,62,1018,82,uninformed,Curly,WT,WT,NA,WT,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:20 AM,9:50 AM,26.2,62,1018,82,informed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:20 AM,9:50 AM,26.2,62,1018,82,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:20 AM,9:50 AM,26.2,62,1018,82,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:20 AM,9:50 AM,26.2,62,1018,82,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,9:20 AM,9:50 AM,26.2,62,1018,82,informed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:20 AM,10:50 AM,26.2,62,1018,83,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:20 AM,10:50 AM,26.2,62,1018,83,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:20 AM,10:50 AM,26.2,62,1018,83,informed,Curly,WT,WT,NA,WT,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:20 AM,10:50 AM,26.2,62,1018,83,informed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:20 AM,10:50 AM,26.2,62,1018,83,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:20 AM,10:50 AM,26.2,62,1018,83,uninformed,Curly,WT,Curly,NA,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:34 AM,11:04 AM,26.2,62,1018,84,informed,Curly,WT,Curly,NA,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:34 AM,11:04 AM,26.2,62,1018,84,informed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:34 AM,11:04 AM,26.2,62,1018,84,uninformed,Curly,WT,WT,NA,WT,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:34 AM,11:04 AM,26.2,62,1018,84,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:34 AM,11:04 AM,26.2,62,1018,84,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,10:34 AM,11:04 AM,26.2,62,1018,84,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:38 AM,12:05 PM,26.3,64,1018,85,uninformed,Curly,Curly,WT,Curly,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:38 AM,12:05 PM,26.3,64,1018,85,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:38 AM,12:05 PM,26.3,64,1018,85,uninformed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:38 AM,12:05 PM,26.3,64,1018,85,uninformed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:38 AM,12:05 PM,26.3,64,1018,85,informed,Curly,Curly,WT,Curly,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:38 AM,12:05 PM,26.3,64,1018,85,uninformed,Curly,Curly,WT,Curly,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:50 AM,12:20 PM,26.3,64,1018,86,uninformed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:50 AM,12:20 PM,26.3,64,1018,86,uninformed,Curly,WT,WT,Curly,Curly,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:50 AM,12:20 PM,26.3,64,1018,86,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:50 AM,12:20 PM,26.3,64,1018,86,informed,Curly,WT,WT,Curly,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:50 AM,12:20 PM,26.3,64,1018,86,uninformed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,11:50 AM,NA,26.3,64,1018,86,NA,Curly,NA,NA,NA,NA,0,1,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,12:30 PM,1:01 PM,26.5,65,1018,87,uninformed,Curly,Curly,WT,NA,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,12:30 PM,1:01 PM,26.5,65,1018,87,informed,Curly,WT,Curly,WT,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,12:30 PM,1:01 PM,26.5,65,1018,87,uninformed,Curly,WT,Curly,WT,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,12:30 PM,1:01 PM,26.5,65,1018,87,informed,Curly,WT,WT,Curly,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,12:30 PM,1:01 PM,26.5,65,1018,87,uninformed,Curly,Curly,WT,NA,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/8/2016,12:30 PM,NA,26.5,65,1018,87,NA,Curly,NA,NA,NA,NA,0,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:07 AM,10:32 AM,25.6,62,1018,88,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:07 AM,10:32 AM,25.6,62,1018,88,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:07 AM,10:32 AM,25.6,62,1018,88,uninformed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:07 AM,10:32 AM,25.6,62,1018,88,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:07 AM,10:32 AM,25.6,62,1018,88,uninformed,Curly,Curly,WT,Curly,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:07 AM,10:32 AM,25.6,62,1018,88,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:16 AM,10:41 AM,25.6,63,1018,89,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:16 AM,10:41 AM,25.6,63,1018,89,uninformed,Curly,WT,Curly,WT,Curly,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:16 AM,10:41 AM,25.6,63,1018,89,informed,Curly,WT,WT,Curly,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:16 AM,10:41 AM,25.6,63,1018,89,uninformed,Curly,WT,WT,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:16 AM,10:41 AM,25.6,63,1018,89,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,10:16 AM,10:41 AM,25.6,63,1018,89,informed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:00 AM,11:31 AM,25.7,63,1018,90,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:00 AM,11:31 AM,25.7,63,1018,90,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:00 AM,11:31 AM,25.7,63,1018,90,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:00 AM,11:31 AM,25.7,63,1018,90,uninformed,Curly,WT,WT,Curly,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:00 AM,11:31 AM,25.7,63,1018,90,uninformed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:00 AM,11:31 AM,25.7,63,1018,90,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:15 AM,11:45 AM,25.7,63,1018,91,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:15 AM,11:45 AM,25.7,63,1018,91,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:15 AM,11:45 AM,25.7,63,1018,91,uninformed,Curly,Curly,WT,Curly,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:15 AM,11:45 AM,25.7,63,1018,91,informed,Curly,WT,WT,NA,WT,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:15 AM,11:45 AM,25.7,63,1018,91,uninformed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,11:15 AM,NA,25.7,63,1018,91,NA,Curly,NA,NA,NA,NA,0,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:14 PM,12:48 PM,25.6,63,1018,92,informed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:14 PM,12:48 PM,25.6,63,1018,92,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:14 PM,12:48 PM,25.6,63,1018,92,uninformed,Curly,Curly,WT,Curly,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:14 PM,12:48 PM,25.6,63,1018,92,uninformed,Curly,WT,WT,Curly,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:14 PM,12:48 PM,25.6,63,1018,92,informed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:14 PM,12:48 PM,25.6,63,1018,92,informed,Curly,WT,WT,Curly,Curly,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:37 PM,1:07 PM,25.6,63,1018,93,uninformed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:37 PM,1:07 PM,25.6,63,1018,93,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:37 PM,1:07 PM,25.6,63,1018,93,informed,Curly,Curly,WT,Curly,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:37 PM,1:07 PM,25.6,63,1018,93,uninformed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:37 PM,1:07 PM,25.6,63,1018,93,informed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,12:37 PM,1:07 PM,25.6,63,1018,93,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:17 PM,1:49 PM,25.7,64,1017,94,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:17 PM,1:49 PM,25.7,64,1017,94,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:17 PM,1:49 PM,25.7,64,1017,94,uninformed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:17 PM,1:49 PM,25.7,64,1017,94,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:17 PM,1:49 PM,25.7,64,1017,94,informed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:17 PM,1:49 PM,25.7,64,1017,94,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:27 PM,2:01 PM,25.8,65,1017,95,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:27 PM,2:01 PM,25.8,65,1017,95,uninformed,Curly,Curly,WT,Curly,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:27 PM,2:01 PM,25.8,65,1017,95,informed,Curly,WT,WT,Curly,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:27 PM,2:01 PM,25.8,65,1017,95,uninformed,Curly,Curly,WT,Curly,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:27 PM,2:01 PM,25.8,65,1017,95,informed,Curly,WT,Curly,WT,Curly,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/9/2016,1:27 PM,NA,25.8,65,1017,95,NA,Curly,NA,NA,NA,NA,0,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:36 AM,10:05 AM,25.5,62,1014,96,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:36 AM,10:05 AM,25.5,62,1014,96,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:36 AM,10:05 AM,25.5,62,1014,96,informed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:36 AM,10:05 AM,25.5,62,1014,96,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:36 AM,10:05 AM,25.5,62,1014,96,informed,Curly,WT,WT,NA,WT,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:36 AM,10:05 AM,25.5,62,1014,96,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:47 AM,10:16 AM,25.5,63,1014,97,informed,Curly,WT,WT,NA,WT,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:47 AM,10:16 AM,25.5,63,1014,97,uninformed,Curly,WT,WT,Curly,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:47 AM,10:16 AM,25.5,63,1014,97,uninformed,Curly,Curly,WT,Curly,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:47 AM,10:16 AM,25.5,63,1014,97,informed,Curly,WT,Curly,WT,Curly,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:47 AM,10:16 AM,25.5,63,1014,97,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,9:47 AM,10:16 AM,25.5,63,1014,97,informed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:32 AM,11:00 AM,25.6,65,1014,98,informed,Curly,WT,WT,Curly,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:32 AM,11:00 AM,25.6,65,1014,98,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:32 AM,11:00 AM,25.6,65,1014,98,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:32 AM,11:00 AM,25.6,65,1014,98,uninformed,Curly,WT,WT,NA,WT,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:32 AM,11:00 AM,25.6,65,1014,98,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:32 AM,11:00 AM,25.6,65,1014,98,informed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:39 AM,11:09 AM,25.6,65,1014,99,uninformed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:39 AM,11:09 AM,25.6,65,1014,99,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:39 AM,11:09 AM,25.6,65,1014,99,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:39 AM,11:09 AM,25.6,65,1014,99,informed,Curly,Curly,WT,Curly,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:39 AM,11:09 AM,25.6,65,1014,99,uninformed,Curly,WT,Curly,NA,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,10:39 AM,11:09 AM,25.6,65,1014,99,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:31 AM,12:02 PM,25.8,65,1014,100,uninformed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:31 AM,12:02 PM,25.8,65,1014,100,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:31 AM,12:02 PM,25.8,65,1014,100,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:31 AM,12:02 PM,25.8,65,1014,100,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:31 AM,12:02 PM,25.8,65,1014,100,informed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:31 AM,12:02 PM,25.8,65,1014,100,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:46 AM,12:16 PM,25.8,65,1014,101,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:46 AM,12:16 PM,25.8,65,1014,101,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:46 AM,12:16 PM,25.8,65,1014,101,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:46 AM,12:16 PM,25.8,65,1014,101,uninformed,Curly,WT,Curly,NA,NA,0,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:46 AM,12:16 PM,25.8,65,1014,101,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,11:46 AM,NA,25.8,65,1014,101,NA,Curly,NA,NA,NA,NA,0,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:35 PM,1:04 PM,25.6,65,1014,102,uninformed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:35 PM,1:04 PM,25.6,65,1014,102,informed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:35 PM,1:04 PM,25.6,65,1014,102,uninformed,Curly,WT,WT,Curly,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:35 PM,1:04 PM,25.6,65,1014,102,uninformed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:35 PM,1:04 PM,25.6,65,1014,102,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:35 PM,1:04 PM,25.6,65,1014,102,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:48 PM,1:18 PM,25.6,65,1014,103,informed,Curly,WT,WT,Curly,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:48 PM,1:18 PM,25.6,65,1014,103,uninformed,Curly,WT,WT,NA,WT,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:48 PM,1:18 PM,25.6,65,1014,103,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:48 PM,1:18 PM,25.6,65,1014,103,informed,Curly,Curly,WT,NA,WT,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:48 PM,1:18 PM,25.6,65,1014,103,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/12/2016,12:48 PM,1:18 PM,25.6,65,1014,103,uninformed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:38 AM,11:03 AM,26.1,65,1011,104,uninformed,Curly,WT,Curly,WT,WT,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:38 AM,11:03 AM,26.1,65,1011,104,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:38 AM,11:03 AM,26.1,65,1011,104,uninformed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:38 AM,11:03 AM,26.1,65,1011,104,informed,Curly,Curly,Curly,WT,Curly,2,1,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:38 AM,11:03 AM,26.1,65,1011,104,uninformed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:38 AM,11:03 AM,26.1,65,1011,104,informed,Curly,Curly,Curly,WT,WT,2,0,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:47 AM,11:17 AM,26.1,65,1011,105,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:47 AM,11:17 AM,26.1,65,1011,105,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:47 AM,11:17 AM,26.1,65,1011,105,informed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:47 AM,11:17 AM,26.1,65,1011,105,uninformed,Curly,Curly,Curly,NA,Curly,1,1,,,,,,,,,,,,,,,,,
Mate-copying,9/13/2016,10:47 AM,11:17 AM,26.1,65,1011,105,informed,Curly,WT,Curly,NA,Curly,1,0,,,,,,,,,,,,,,,,,
