OID,Seal,Year,Month,Day,X,Y,Zone
11432,0,2004,5,NaN,1522000.0,-1229000.0,Barents Sea
11433,0,2004,5,NaN,1527000.0,-1229000.0,Barents Sea
11434,0,2002,10,NaN,1767000.0,-1229000.0,Barents Sea
11435,0,2002,10,NaN,1772000.0,-1229000.0,Barents Sea
11436,0,2002,10,NaN,1787000.0,-1229000.0,Barents Sea
11437,0,2005,11,NaN,1792000.0,-1229000.0,Barents Sea
11438,0,2001,8,NaN,1797000.0,-1229000.0,Barents Sea
11439,0,2002,11,NaN,1802000.0,-1229000.0,Barents Sea
11440,0,2003,2,NaN,1807000.0,-1229000.0,Barents Sea
11441,0,2000,2,NaN,1812000.0,-1229000.0,Barents Sea
11442,0,1996,3,NaN,1827000.0,-1229000.0,Barents Sea
11443,0,1998,3,NaN,1832000.0,-1229000.0,Barents Sea
11444,0,2000,4,NaN,1837000.0,-1229000.0,Barents Sea
11445,0,2000,2,NaN,1842000.0,-1229000.0,Barents Sea
11446,0,1997,4,NaN,1847000.0,-1229000.0,Barents Sea
11447,0,2004,1,NaN,1852000.0,-1229000.0,Barents Sea
11448,0,1996,3,NaN,1857000.0,-1229000.0,Barents Sea
11449,0,2005,3,NaN,1862000.0,-1229000.0,Barents Sea
11450,0,2005,3,NaN,1867000.0,-1229000.0,Barents Sea
11451,0,2005,3,NaN,1872000.0,-1229000.0,Barents Sea
11452,0,2005,3,NaN,1877000.0,-1229000.0,Barents Sea
11453,0,2005,3,NaN,1882000.0,-1229000.0,Barents Sea
11454,0,1996,4,NaN,1887000.0,-1229000.0,Barents Sea
11455,0,2005,3,NaN,1892000.0,-1229000.0,Barents Sea
11456,0,1999,3,NaN,1897000.0,-1229000.0,Barents Sea
11457,0,1999,3,NaN,1902000.0,-1229000.0,Barents Sea
11458,0,1997,4,NaN,1912000.0,-1229000.0,Barents Sea
11459,0,2000,4,NaN,1917000.0,-1229000.0,Barents Sea
11460,0,2000,4,NaN,1942000.0,-1229000.0,Barents Sea
11461,0,2002,2,NaN,1192000.0,-1234000.0,Barents Sea
11462,0,2001,3,NaN,1257000.0,-1234000.0,Barents Sea
11463,0,2001,4,NaN,1267000.0,-1234000.0,Barents Sea
11464,0,2002,5,NaN,1287000.0,-1234000.0,Barents Sea
11465,0,1999,7,NaN,1297000.0,-1234000.0,Barents Sea
11466,0,2005,3,NaN,1302000.0,-1234000.0,Barents Sea
11467,0,2002,5,NaN,1312000.0,-1234000.0,Barents Sea
11468,0,2001,2,NaN,1342000.0,-1234000.0,Barents Sea
11469,0,1998,4,NaN,1347000.0,-1234000.0,Barents Sea
11470,0,1998,4,NaN,1382000.0,-1234000.0,Barents Sea
11471,0,2001,4,NaN,1407000.0,-1234000.0,Barents Sea
11472,0,1999,7,NaN,1452000.0,-1234000.0,Barents Sea
11473,0,2001,2,NaN,1522000.0,-1234000.0,Barents Sea
11474,0,2004,5,NaN,1527000.0,-1234000.0,Barents Sea
11475,0,2004,5,NaN,1532000.0,-1234000.0,Barents Sea
11476,0,2002,10,NaN,1767000.0,-1234000.0,Barents Sea
11477,0,2002,10,NaN,1782000.0,-1234000.0,Barents Sea
11478,0,2005,11,NaN,1787000.0,-1234000.0,Barents Sea
11479,0,2001,8,NaN,1792000.0,-1234000.0,Barents Sea
11480,0,2005,1,NaN,1797000.0,-1234000.0,Barents Sea
11481,0,2005,3,NaN,1802000.0,-1234000.0,Barents Sea
11482,0,2003,2,NaN,1807000.0,-1234000.0,Barents Sea
11483,0,2000,2,NaN,1812000.0,-1234000.0,Barents Sea
11484,0,1996,3,NaN,1822000.0,-1234000.0,Barents Sea
11485,0,1996,3,NaN,1827000.0,-1234000.0,Barents Sea
11486,0,2005,1,NaN,1832000.0,-1234000.0,Barents Sea
11487,0,2005,3,NaN,1837000.0,-1234000.0,Barents Sea
11488,0,2005,3,NaN,1842000.0,-1234000.0,Barents Sea
11489,0,2005,3,NaN,1847000.0,-1234000.0,Barents Sea
11490,0,2000,4,NaN,1852000.0,-1234000.0,Barents Sea
11491,0,2005,3,NaN,1857000.0,-1234000.0,Barents Sea
11492,0,2004,1,NaN,1872000.0,-1234000.0,Barents Sea
11493,0,1999,3,NaN,1877000.0,-1234000.0,Barents Sea
11494,0,1996,4,NaN,1882000.0,-1234000.0,Barents Sea
11495,0,1996,4,NaN,1887000.0,-1234000.0,Barents Sea
11496,0,1999,3,NaN,1897000.0,-1234000.0,Barents Sea
11497,0,1999,3,NaN,1902000.0,-1234000.0,Barents Sea
11498,0,2000,4,NaN,1907000.0,-1234000.0,Barents Sea
11499,0,1997,4,NaN,1912000.0,-1234000.0,Barents Sea
11500,0,2000,4,NaN,1937000.0,-1234000.0,Barents Sea
11501,0,2000,4,NaN,1942000.0,-1234000.0,Barents Sea
11502,0,2002,2,NaN,1192000.0,-1239000.0,Barents Sea
11503,0,2001,3,NaN,1257000.0,-1239000.0,Barents Sea
11504,0,2001,4,NaN,1267000.0,-1239000.0,Barents Sea
11505,0,2002,5,NaN,1287000.0,-1239000.0,Barents Sea
11506,0,1999,7,NaN,1297000.0,-1239000.0,Barents Sea
11507,0,2005,3,NaN,1302000.0,-1239000.0,Barents Sea
11508,0,2002,5,NaN,1312000.0,-1239000.0,Barents Sea
11509,0,2001,2,NaN,1342000.0,-1239000.0,Barents Sea
11510,0,1998,4,NaN,1382000.0,-1239000.0,Barents Sea
11511,0,2001,4,NaN,1407000.0,-1239000.0,Barents Sea
11512,0,2001,4,NaN,1412000.0,-1239000.0,Barents Sea
11513,0,1999,7,NaN,1452000.0,-1239000.0,Barents Sea
11514,0,1999,7,NaN,1457000.0,-1239000.0,Barents Sea
11515,0,2001,2,NaN,1522000.0,-1239000.0,Barents Sea
11516,0,2004,5,NaN,1532000.0,-1239000.0,Barents Sea
11517,0,2004,5,NaN,1537000.0,-1239000.0,Barents Sea
11518,0,2002,10,NaN,1762000.0,-1239000.0,Barents Sea
11519,0,2002,10,NaN,1767000.0,-1239000.0,Barents Sea
11520,0,2002,10,NaN,1782000.0,-1239000.0,Barents Sea
11521,0,2001,8,NaN,1787000.0,-1239000.0,Barents Sea
11522,0,2005,1,NaN,1792000.0,-1239000.0,Barents Sea
11523,0,2002,11,NaN,1797000.0,-1239000.0,Barents Sea
11524,0,2005,3,NaN,1802000.0,-1239000.0,Barents Sea
11525,0,2000,2,NaN,1807000.0,-1239000.0,Barents Sea
11526,0,2003,2,NaN,1812000.0,-1239000.0,Barents Sea
11527,0,1996,3,NaN,1822000.0,-1239000.0,Barents Sea
11528,0,1998,3,NaN,1827000.0,-1239000.0,Barents Sea
11529,0,2005,1,NaN,1832000.0,-1239000.0,Barents Sea
11530,0,2000,2,NaN,1837000.0,-1239000.0,Barents Sea
11531,0,1997,4,NaN,1842000.0,-1239000.0,Barents Sea
11532,0,1996,3,NaN,1847000.0,-1239000.0,Barents Sea
11533,0,2000,4,NaN,1852000.0,-1239000.0,Barents Sea
11534,0,2004,1,NaN,1867000.0,-1239000.0,Barents Sea
11535,0,2004,1,NaN,1872000.0,-1239000.0,Barents Sea
11536,0,1996,4,NaN,1877000.0,-1239000.0,Barents Sea
11537,0,1999,3,NaN,1882000.0,-1239000.0,Barents Sea
11538,0,1999,3,NaN,1887000.0,-1239000.0,Barents Sea
11539,0,1999,3,NaN,1892000.0,-1239000.0,Barents Sea
11540,0,1999,3,NaN,1897000.0,-1239000.0,Barents Sea
11541,0,2000,4,NaN,1902000.0,-1239000.0,Barents Sea
11542,0,1997,4,NaN,1907000.0,-1239000.0,Barents Sea
11543,0,1997,4,NaN,1912000.0,-1239000.0,Barents Sea
11544,0,2000,4,NaN,1937000.0,-1239000.0,Barents Sea
11545,0,2002,2,NaN,1192000.0,-1244000.0,Barents Sea
11546,0,2001,3,NaN,1257000.0,-1244000.0,Barents Sea
11547,0,2001,4,NaN,1267000.0,-1244000.0,Barents Sea
11548,0,2002,5,NaN,1287000.0,-1244000.0,Barents Sea
11549,0,1999,7,NaN,1297000.0,-1244000.0,Barents Sea
11550,0,2005,3,NaN,1302000.0,-1244000.0,Barents Sea
11551,0,2002,5,NaN,1312000.0,-1244000.0,Barents Sea
11552,0,2001,2,NaN,1342000.0,-1244000.0,Barents Sea
11553,0,1998,4,NaN,1382000.0,-1244000.0,Barents Sea
11554,0,2001,4,NaN,1412000.0,-1244000.0,Barents Sea
11555,0,1999,7,NaN,1457000.0,-1244000.0,Barents Sea
11556,0,2001,2,NaN,1522000.0,-1244000.0,Barents Sea
11557,0,2004,5,NaN,1537000.0,-1244000.0,Barents Sea
11558,0,2004,5,NaN,1542000.0,-1244000.0,Barents Sea
11559,0,2002,10,NaN,1757000.0,-1244000.0,Barents Sea
11560,0,2002,10,NaN,1762000.0,-1244000.0,Barents Sea
11561,0,2002,10,NaN,1777000.0,-1244000.0,Barents Sea
11562,0,2001,8,NaN,1782000.0,-1244000.0,Barents Sea
11563,0,2003,2,NaN,1787000.0,-1244000.0,Barents Sea
11564,0,2002,11,NaN,1792000.0,-1244000.0,Barents Sea
11565,0,2005,3,NaN,1797000.0,-1244000.0,Barents Sea
11566,0,2000,2,NaN,1807000.0,-1244000.0,Barents Sea
11567,0,2003,2,NaN,1812000.0,-1244000.0,Barents Sea
11568,0,1996,3,NaN,1817000.0,-1244000.0,Barents Sea
11569,0,1998,3,NaN,1822000.0,-1244000.0,Barents Sea
11570,0,1999,5,NaN,1827000.0,-1244000.0,Barents Sea
11571,0,2002,2,NaN,1832000.0,-1244000.0,Barents Sea
11572,0,1997,4,NaN,1837000.0,-1244000.0,Barents Sea
11573,0,1997,4,NaN,1842000.0,-1244000.0,Barents Sea
11574,0,1996,3,NaN,1847000.0,-1244000.0,Barents Sea
11575,0,2000,4,NaN,1852000.0,-1244000.0,Barents Sea
11576,0,2004,1,NaN,1862000.0,-1244000.0,Barents Sea
11577,0,2004,1,NaN,1867000.0,-1244000.0,Barents Sea
11578,0,1996,4,NaN,1872000.0,-1244000.0,Barents Sea
11579,0,1999,3,NaN,1887000.0,-1244000.0,Barents Sea
11580,0,1999,3,NaN,1892000.0,-1244000.0,Barents Sea
11581,0,1999,3,NaN,1897000.0,-1244000.0,Barents Sea
11582,0,1997,4,NaN,1902000.0,-1244000.0,Barents Sea
11583,0,1997,4,NaN,1907000.0,-1244000.0,Barents Sea
11584,0,2000,4,NaN,1932000.0,-1244000.0,Barents Sea
11585,0,2000,4,NaN,1937000.0,-1244000.0,Barents Sea
11586,0,2002,2,NaN,1192000.0,-1249000.0,Barents Sea
11587,0,2001,3,NaN,1257000.0,-1249000.0,Barents Sea
11588,0,2001,4,NaN,1267000.0,-1249000.0,Barents Sea
11589,0,2002,5,NaN,1287000.0,-1249000.0,Barents Sea
11590,0,1999,7,NaN,1297000.0,-1249000.0,Barents Sea
11591,0,2005,3,NaN,1302000.0,-1249000.0,Barents Sea
11592,0,2002,5,NaN,1312000.0,-1249000.0,Barents Sea
11593,0,2001,2,NaN,1342000.0,-1249000.0,Barents Sea
11594,0,1998,4,NaN,1382000.0,-1249000.0,Barents Sea
11595,0,2001,4,NaN,1412000.0,-1249000.0,Barents Sea
11596,0,2001,4,NaN,1417000.0,-1249000.0,Barents Sea
11597,0,1999,7,NaN,1457000.0,-1249000.0,Barents Sea
11598,0,2001,2,NaN,1522000.0,-1249000.0,Barents Sea
11599,0,2004,5,NaN,1542000.0,-1249000.0,Barents Sea
11600,0,2004,5,NaN,1547000.0,-1249000.0,Barents Sea
11601,0,2002,10,NaN,1752000.0,-1249000.0,Barents Sea
11602,0,2002,10,NaN,1757000.0,-1249000.0,Barents Sea
11603,0,2005,11,NaN,1772000.0,-1249000.0,Barents Sea
11604,0,1999,5,NaN,1777000.0,-1249000.0,Barents Sea
11605,0,2001,8,NaN,1782000.0,-1249000.0,Barents Sea
11606,0,2005,3,NaN,1787000.0,-1249000.0,Barents Sea
11607,0,2005,3,NaN,1792000.0,-1249000.0,Barents Sea
11608,0,2005,3,NaN,1797000.0,-1249000.0,Barents Sea
11609,0,2000,2,NaN,1802000.0,-1249000.0,Barents Sea
11610,0,2000,2,NaN,1807000.0,-1249000.0,Barents Sea
11611,0,2003,2,NaN,1812000.0,-1249000.0,Barents Sea
11612,0,1996,3,NaN,1817000.0,-1249000.0,Barents Sea
11613,0,1999,5,NaN,1822000.0,-1249000.0,Barents Sea
11614,0,2000,4,NaN,1827000.0,-1249000.0,Barents Sea
11615,0,2002,2,NaN,1832000.0,-1249000.0,Barents Sea
11616,0,2000,4,NaN,1837000.0,-1249000.0,Barents Sea
11617,0,1996,3,NaN,1842000.0,-1249000.0,Barents Sea
11618,0,1996,3,NaN,1847000.0,-1249000.0,Barents Sea
11619,0,2000,4,NaN,1852000.0,-1249000.0,Barents Sea
11620,0,2004,1,NaN,1857000.0,-1249000.0,Barents Sea
11621,0,2004,1,NaN,1862000.0,-1249000.0,Barents Sea
11622,0,1996,4,NaN,1867000.0,-1249000.0,Barents Sea
11623,0,2000,4,NaN,1892000.0,-1249000.0,Barents Sea
11624,0,1999,3,NaN,1897000.0,-1249000.0,Barents Sea
11625,0,1997,4,NaN,1902000.0,-1249000.0,Barents Sea
11626,0,2000,4,NaN,1932000.0,-1249000.0,Barents Sea
11627,0,2002,2,NaN,1192000.0,-1254000.0,Barents Sea
11628,0,2001,3,NaN,1257000.0,-1254000.0,Barents Sea
11629,0,2001,4,NaN,1267000.0,-1254000.0,Barents Sea
11630,0,2002,5,NaN,1287000.0,-1254000.0,Barents Sea
11631,0,1999,7,NaN,1297000.0,-1254000.0,Barents Sea
11632,0,2005,3,NaN,1302000.0,-1254000.0,Barents Sea
11633,0,2002,5,NaN,1312000.0,-1254000.0,Barents Sea
11634,0,2001,2,NaN,1342000.0,-1254000.0,Barents Sea
11635,0,1998,4,NaN,1382000.0,-1254000.0,Barents Sea
11636,0,2001,4,NaN,1417000.0,-1254000.0,Barents Sea
11637,0,1999,7,NaN,1457000.0,-1254000.0,Barents Sea
11638,0,2001,2,NaN,1522000.0,-1254000.0,Barents Sea
11639,0,2004,5,NaN,1547000.0,-1254000.0,Barents Sea
11640,0,2004,5,NaN,1552000.0,-1254000.0,Barents Sea
11641,0,2002,10,NaN,1747000.0,-1254000.0,Barents Sea
11642,0,2002,10,NaN,1752000.0,-1254000.0,Barents Sea
11643,0,2005,11,NaN,1767000.0,-1254000.0,Barents Sea
11644,0,2005,11,NaN,1772000.0,-1254000.0,Barents Sea
11645,0,2001,8,NaN,1777000.0,-1254000.0,Barents Sea
11646,0,2005,1,NaN,1782000.0,-1254000.0,Barents Sea
11647,0,2005,3,NaN,1787000.0,-1254000.0,Barents Sea
11648,0,2005,3,NaN,1792000.0,-1254000.0,Barents Sea
11649,0,2000,2,NaN,1802000.0,-1254000.0,Barents Sea
11650,0,1996,3,NaN,1812000.0,-1254000.0,Barents Sea
11651,0,1998,3,NaN,1817000.0,-1254000.0,Barents Sea
11652,0,2000,4,NaN,1822000.0,-1254000.0,Barents Sea
11653,0,1997,4,NaN,1827000.0,-1254000.0,Barents Sea
11654,0,2000,4,NaN,1832000.0,-1254000.0,Barents Sea
11655,0,1996,3,NaN,1842000.0,-1254000.0,Barents Sea
11656,0,2004,1,NaN,1847000.0,-1254000.0,Barents Sea
11657,0,2000,4,NaN,1852000.0,-1254000.0,Barents Sea
11658,0,2004,1,NaN,1857000.0,-1254000.0,Barents Sea
11659,0,1996,4,NaN,1862000.0,-1254000.0,Barents Sea
11660,0,2000,4,NaN,1892000.0,-1254000.0,Barents Sea
11661,0,1997,4,NaN,1897000.0,-1254000.0,Barents Sea
11662,0,1999,3,NaN,1902000.0,-1254000.0,Barents Sea
11663,0,2000,4,NaN,1927000.0,-1254000.0,Barents Sea
11664,0,2000,4,NaN,1932000.0,-1254000.0,Barents Sea
11665,0,2002,2,NaN,1192000.0,-1259000.0,Barents Sea
11666,0,2001,3,NaN,1257000.0,-1259000.0,Barents Sea
11667,0,2001,4,NaN,1267000.0,-1259000.0,Barents Sea
11668,0,2002,5,NaN,1282000.0,-1259000.0,Barents Sea
11669,0,2002,5,NaN,1287000.0,-1259000.0,Barents Sea
11670,0,1999,7,NaN,1297000.0,-1259000.0,Barents Sea
11671,0,2005,3,NaN,1302000.0,-1259000.0,Barents Sea
11672,0,2002,5,NaN,1312000.0,-1259000.0,Barents Sea
11673,0,2001,2,NaN,1342000.0,-1259000.0,Barents Sea
11674,0,1998,4,NaN,1382000.0,-1259000.0,Barents Sea
11675,0,2001,4,NaN,1417000.0,-1259000.0,Barents Sea
11676,0,1999,7,NaN,1457000.0,-1259000.0,Barents Sea
11677,0,2001,2,NaN,1522000.0,-1259000.0,Barents Sea
11678,0,2004,5,NaN,1552000.0,-1259000.0,Barents Sea
11679,0,2004,5,NaN,1557000.0,-1259000.0,Barents Sea
11680,0,2002,10,NaN,1747000.0,-1259000.0,Barents Sea
11681,0,2005,11,NaN,1767000.0,-1259000.0,Barents Sea
11682,0,2001,8,NaN,1772000.0,-1259000.0,Barents Sea
11683,0,2005,1,NaN,1777000.0,-1259000.0,Barents Sea
11684,0,2002,11,NaN,1782000.0,-1259000.0,Barents Sea
11685,0,2005,3,NaN,1787000.0,-1259000.0,Barents Sea
11686,0,2005,3,NaN,1792000.0,-1259000.0,Barents Sea
11687,0,2000,2,NaN,1802000.0,-1259000.0,Barents Sea
11688,0,1996,3,NaN,1807000.0,-1259000.0,Barents Sea
11689,0,1998,3,NaN,1812000.0,-1259000.0,Barents Sea
11690,0,2003,2,NaN,1817000.0,-1259000.0,Barents Sea
11691,0,1997,4,NaN,1822000.0,-1259000.0,Barents Sea
11692,0,2003,2,NaN,1827000.0,-1259000.0,Barents Sea
11693,0,2000,4,NaN,1832000.0,-1259000.0,Barents Sea
11694,0,1996,3,NaN,1837000.0,-1259000.0,Barents Sea
11695,0,2004,1,NaN,1842000.0,-1259000.0,Barents Sea
11696,0,2000,4,NaN,1847000.0,-1259000.0,Barents Sea
11697,0,2004,1,NaN,1852000.0,-1259000.0,Barents Sea
11698,0,1996,4,NaN,1857000.0,-1259000.0,Barents Sea
11699,0,1997,4,NaN,1892000.0,-1259000.0,Barents Sea
11700,0,1997,4,NaN,1897000.0,-1259000.0,Barents Sea
11701,0,1999,3,NaN,1902000.0,-1259000.0,Barents Sea
11702,0,1999,3,NaN,1907000.0,-1259000.0,Barents Sea
11703,0,2000,4,NaN,1927000.0,-1259000.0,Barents Sea
11704,0,2002,2,NaN,1192000.0,-1264000.0,Barents Sea
11705,0,2001,3,NaN,1257000.0,-1264000.0,Barents Sea
11706,0,2001,4,NaN,1267000.0,-1264000.0,Barents Sea
11707,0,2002,5,NaN,1282000.0,-1264000.0,Barents Sea
11708,0,1999,7,NaN,1297000.0,-1264000.0,Barents Sea
11709,0,2005,3,NaN,1302000.0,-1264000.0,Barents Sea
11710,0,2002,5,NaN,1312000.0,-1264000.0,Barents Sea
11711,0,2001,2,NaN,1342000.0,-1264000.0,Barents Sea
11712,0,1998,4,NaN,1382000.0,-1264000.0,Barents Sea
11713,0,2001,4,NaN,1417000.0,-1264000.0,Barents Sea
11714,0,2001,4,NaN,1422000.0,-1264000.0,Barents Sea
11715,0,1999,7,NaN,1457000.0,-1264000.0,Barents Sea
11716,0,2001,2,NaN,1522000.0,-1264000.0,Barents Sea
11717,0,2004,5,NaN,1557000.0,-1264000.0,Barents Sea
11718,0,2004,5,NaN,1562000.0,-1264000.0,Barents Sea
11719,0,2002,10,NaN,1742000.0,-1264000.0,Barents Sea
11720,0,2002,10,NaN,1747000.0,-1264000.0,Barents Sea
11721,0,2005,11,NaN,1762000.0,-1264000.0,Barents Sea
11722,0,1999,5,NaN,1767000.0,-1264000.0,Barents Sea
11723,0,2005,1,NaN,1772000.0,-1264000.0,Barents Sea
11724,0,2002,11,NaN,1777000.0,-1264000.0,Barents Sea
11725,0,2005,3,NaN,1782000.0,-1264000.0,Barents Sea
11726,0,2005,3,NaN,1792000.0,-1264000.0,Barents Sea
11727,0,2000,2,NaN,1797000.0,-1264000.0,Barents Sea
11728,0,2000,2,NaN,1802000.0,-1264000.0,Barents Sea
11729,0,1996,3,NaN,1807000.0,-1264000.0,Barents Sea
11730,0,1998,3,NaN,1812000.0,-1264000.0,Barents Sea
11731,0,1999,5,NaN,1817000.0,-1264000.0,Barents Sea
11732,0,2002,2,NaN,1822000.0,-1264000.0,Barents Sea
11733,0,2000,4,NaN,1827000.0,-1264000.0,Barents Sea
11734,0,1996,3,NaN,1832000.0,-1264000.0,Barents Sea
11735,0,2004,1,NaN,1837000.0,-1264000.0,Barents Sea
11736,0,2004,1,NaN,1842000.0,-1264000.0,Barents Sea
11737,0,2004,1,NaN,1847000.0,-1264000.0,Barents Sea
11738,0,1996,4,NaN,1852000.0,-1264000.0,Barents Sea
11739,0,1997,4,NaN,1887000.0,-1264000.0,Barents Sea
11740,0,1999,3,NaN,1892000.0,-1264000.0,Barents Sea
11741,0,1999,3,NaN,1907000.0,-1264000.0,Barents Sea
11742,0,2000,4,NaN,1922000.0,-1264000.0,Barents Sea
11743,0,2000,4,NaN,1927000.0,-1264000.0,Barents Sea
11744,0,2002,2,NaN,1192000.0,-1269000.0,Barents Sea
11745,0,2001,3,NaN,1257000.0,-1269000.0,Barents Sea
11746,0,2001,3,NaN,1262000.0,-1269000.0,Barents Sea
11747,0,2001,4,NaN,1267000.0,-1269000.0,Barents Sea
11748,0,2001,4,NaN,1272000.0,-1269000.0,Barents Sea
11749,0,2002,5,NaN,1282000.0,-1269000.0,Barents Sea
11750,0,1999,7,NaN,1297000.0,-1269000.0,Barents Sea
11751,0,2005,3,NaN,1302000.0,-1269000.0,Barents Sea
11752,0,2002,5,NaN,1312000.0,-1269000.0,Barents Sea
11753,0,2001,2,NaN,1342000.0,-1269000.0,Barents Sea
11754,0,1998,4,NaN,1382000.0,-1269000.0,Barents Sea
11755,0,2001,4,NaN,1422000.0,-1269000.0,Barents Sea
11756,0,1999,7,NaN,1457000.0,-1269000.0,Barents Sea
11757,0,2001,2,NaN,1522000.0,-1269000.0,Barents Sea
11758,0,2001,2,NaN,1527000.0,-1269000.0,Barents Sea
11759,0,2004,5,NaN,1562000.0,-1269000.0,Barents Sea
11760,0,2004,5,NaN,1567000.0,-1269000.0,Barents Sea
11761,0,2002,10,NaN,1737000.0,-1269000.0,Barents Sea
11762,0,2002,10,NaN,1742000.0,-1269000.0,Barents Sea
11763,0,2005,11,NaN,1757000.0,-1269000.0,Barents Sea
11764,0,2002,10,NaN,1762000.0,-1269000.0,Barents Sea
11765,0,2005,1,NaN,1772000.0,-1269000.0,Barents Sea
11766,0,2003,2,NaN,1777000.0,-1269000.0,Barents Sea
11767,0,2005,3,NaN,1782000.0,-1269000.0,Barents Sea
11768,0,2005,3,NaN,1792000.0,-1269000.0,Barents Sea
11769,0,2000,2,NaN,1797000.0,-1269000.0,Barents Sea
11770,0,1996,3,NaN,1802000.0,-1269000.0,Barents Sea
11771,0,1998,3,NaN,1807000.0,-1269000.0,Barents Sea
11772,0,1997,4,NaN,1812000.0,-1269000.0,Barents Sea
11773,0,2000,4,NaN,1817000.0,-1269000.0,Barents Sea
11774,0,2002,2,NaN,1822000.0,-1269000.0,Barents Sea
11775,0,2005,1,NaN,1827000.0,-1269000.0,Barents Sea
11776,0,1996,3,NaN,1832000.0,-1269000.0,Barents Sea
11777,0,2004,1,NaN,1837000.0,-1269000.0,Barents Sea
11778,0,2004,1,NaN,1842000.0,-1269000.0,Barents Sea
11779,0,2000,4,NaN,1847000.0,-1269000.0,Barents Sea
11780,0,1997,4,NaN,1887000.0,-1269000.0,Barents Sea
11781,0,2000,4,NaN,1892000.0,-1269000.0,Barents Sea
11782,0,1999,3,NaN,1907000.0,-1269000.0,Barents Sea
11783,0,1999,3,NaN,1912000.0,-1269000.0,Barents Sea
11784,0,2000,4,NaN,1922000.0,-1269000.0,Barents Sea
11785,0,2002,2,NaN,1192000.0,-1274000.0,Barents Sea
11786,0,2001,3,NaN,1262000.0,-1274000.0,Barents Sea
11787,0,2001,4,NaN,1272000.0,-1274000.0,Barents Sea
11788,0,2002,5,NaN,1282000.0,-1274000.0,Barents Sea
11789,0,1999,7,NaN,1297000.0,-1274000.0,Barents Sea
11790,0,2005,3,NaN,1302000.0,-1274000.0,Barents Sea
11791,0,2002,5,NaN,1312000.0,-1274000.0,Barents Sea
11792,0,1998,4,NaN,1342000.0,-1274000.0,Barents Sea
11793,0,1998,4,NaN,1382000.0,-1274000.0,Barents Sea
11794,0,2001,4,NaN,1422000.0,-1274000.0,Barents Sea
11795,0,2001,4,NaN,1427000.0,-1274000.0,Barents Sea
11796,0,1999,7,NaN,1457000.0,-1274000.0,Barents Sea
11797,0,2001,2,NaN,1527000.0,-1274000.0,Barents Sea
11798,0,2004,5,NaN,1567000.0,-1274000.0,Barents Sea
11799,0,2004,5,NaN,1572000.0,-1274000.0,Barents Sea
11800,0,2002,10,NaN,1732000.0,-1274000.0,Barents Sea
11801,0,2002,10,NaN,1737000.0,-1274000.0,Barents Sea
11802,0,2005,11,NaN,1752000.0,-1274000.0,Barents Sea
11803,0,2001,8,NaN,1757000.0,-1274000.0,Barents Sea
11804,0,1999,5,NaN,1762000.0,-1274000.0,Barents Sea
11805,0,2005,1,NaN,1767000.0,-1274000.0,Barents Sea
11806,0,2003,2,NaN,1772000.0,-1274000.0,Barents Sea
11807,0,2005,3,NaN,1782000.0,-1274000.0,Barents Sea
11808,0,2005,3,NaN,1792000.0,-1274000.0,Barents Sea
11809,0,2000,2,NaN,1797000.0,-1274000.0,Barents Sea
11810,0,1998,3,NaN,1802000.0,-1274000.0,Barents Sea
11811,0,2003,2,NaN,1807000.0,-1274000.0,Barents Sea
11812,0,2000,4,NaN,1812000.0,-1274000.0,Barents Sea
11813,0,2002,2,NaN,1817000.0,-1274000.0,Barents Sea
11814,0,2000,4,NaN,1822000.0,-1274000.0,Barents Sea
11815,0,2005,1,NaN,1827000.0,-1274000.0,Barents Sea
11816,0,1996,3,NaN,1832000.0,-1274000.0,Barents Sea
11817,0,2004,1,NaN,1837000.0,-1274000.0,Barents Sea
11818,0,1996,4,NaN,1842000.0,-1274000.0,Barents Sea
11819,0,2000,4,NaN,1847000.0,-1274000.0,Barents Sea
11820,0,1997,4,NaN,1882000.0,-1274000.0,Barents Sea
11821,0,2000,4,NaN,1887000.0,-1274000.0,Barents Sea
11822,0,2000,4,NaN,1892000.0,-1274000.0,Barents Sea
11823,0,1999,3,NaN,1912000.0,-1274000.0,Barents Sea
11824,0,2000,4,NaN,1922000.0,-1274000.0,Barents Sea
11825,0,2002,2,NaN,1192000.0,-1279000.0,Barents Sea
11826,0,2001,3,NaN,1262000.0,-1279000.0,Barents Sea
11827,0,2001,4,NaN,1272000.0,-1279000.0,Barents Sea
11828,0,2002,5,NaN,1282000.0,-1279000.0,Barents Sea
11829,0,1999,7,NaN,1297000.0,-1279000.0,Barents Sea
11830,0,2005,3,NaN,1302000.0,-1279000.0,Barents Sea
11831,0,2002,5,NaN,1312000.0,-1279000.0,Barents Sea
11832,0,1998,4,NaN,1342000.0,-1279000.0,Barents Sea
11833,0,1998,4,NaN,1382000.0,-1279000.0,Barents Sea
11834,0,2001,4,NaN,1427000.0,-1279000.0,Barents Sea
11835,0,1999,7,NaN,1457000.0,-1279000.0,Barents Sea
11836,0,2001,2,NaN,1527000.0,-1279000.0,Barents Sea
11837,0,2004,5,NaN,1572000.0,-1279000.0,Barents Sea
11838,0,2004,5,NaN,1577000.0,-1279000.0,Barents Sea
11839,0,2002,10,NaN,1727000.0,-1279000.0,Barents Sea
11840,0,2002,10,NaN,1732000.0,-1279000.0,Barents Sea
11841,0,2005,11,NaN,1747000.0,-1279000.0,Barents Sea
11842,0,2001,8,NaN,1752000.0,-1279000.0,Barents Sea
