OID,Seal,Year,Month,Day,X,Y,Zone
2102,0,2004,5,NaN,1497000.0,-314000.0,Kara Sea
2103,0,2004,5,NaN,1502000.0,-314000.0,Kara Sea
2104,0,2004,5,NaN,1507000.0,-314000.0,Kara Sea
2105,0,2004,5,NaN,1512000.0,-314000.0,Kara Sea
2106,0,2001,8,NaN,1522000.0,-314000.0,Kara Sea
2107,0,2001,4,NaN,1537000.0,-314000.0,Kara Sea
2108,0,2001,4,NaN,1542000.0,-314000.0,Kara Sea
2109,0,2001,4,NaN,1547000.0,-314000.0,Kara Sea
2110,0,2001,4,NaN,1552000.0,-314000.0,Kara Sea
2111,0,2001,4,NaN,1582000.0,-314000.0,Kara Sea
2112,0,2004,5,NaN,1592000.0,-314000.0,Kara Sea
2113,0,2004,5,NaN,1597000.0,-314000.0,Kara Sea
2114,0,2001,4,NaN,1617000.0,-314000.0,Kara Sea
2115,0,2001,4,NaN,1622000.0,-314000.0,Kara Sea
2116,0,2004,5,NaN,1642000.0,-314000.0,Kara Sea
2117,0,2004,5,NaN,1647000.0,-314000.0,Kara Sea
2118,0,2004,5,NaN,1702000.0,-314000.0,Kara Sea
2119,0,2004,5,NaN,1707000.0,-314000.0,Kara Sea
2120,0,1999,7,NaN,1722000.0,-314000.0,Kara Sea
2121,0,2002,11,NaN,1757000.0,-314000.0,Kara Sea
2122,0,2005,3,NaN,1762000.0,-314000.0,Kara Sea
2123,0,1999,7,NaN,1772000.0,-314000.0,Kara Sea
2124,0,1996,3,NaN,1777000.0,-314000.0,Kara Sea
2125,0,1999,7,NaN,1787000.0,-314000.0,Kara Sea
2126,0,1999,7,NaN,1792000.0,-314000.0,Kara Sea
2127,0,2003,2,NaN,1797000.0,-314000.0,Kara Sea
2128,0,2005,3,NaN,1802000.0,-314000.0,Kara Sea
2129,0,1996,3,NaN,1807000.0,-314000.0,Kara Sea
2130,0,2000,4,NaN,1812000.0,-314000.0,Kara Sea
2131,0,2005,3,NaN,1817000.0,-314000.0,Kara Sea
2132,0,2005,3,NaN,1822000.0,-314000.0,Kara Sea
2133,0,2005,3,NaN,1827000.0,-314000.0,Kara Sea
2134,0,2005,11,NaN,1837000.0,-314000.0,Kara Sea
2135,0,2005,1,NaN,1842000.0,-314000.0,Kara Sea
2136,0,1998,3,NaN,1927000.0,-314000.0,Kara Sea
2137,0,1998,3,NaN,1932000.0,-314000.0,Kara Sea
2138,0,1998,3,NaN,1937000.0,-314000.0,Kara Sea
2139,0,1998,3,NaN,1942000.0,-314000.0,Kara Sea
2140,0,1998,3,NaN,1947000.0,-314000.0,Kara Sea
2141,0,1999,7,NaN,1342000.0,-319000.0,Kara Sea
2142,0,2001,4,NaN,1362000.0,-319000.0,Kara Sea
2143,0,2001,4,NaN,1372000.0,-319000.0,Kara Sea
2144,0,1998,4,NaN,1377000.0,-319000.0,Kara Sea
2145,0,1998,4,NaN,1382000.0,-319000.0,Kara Sea
2146,0,1998,4,NaN,1387000.0,-319000.0,Kara Sea
2147,0,1998,4,NaN,1392000.0,-319000.0,Kara Sea
2148,0,1998,4,NaN,1397000.0,-319000.0,Kara Sea
2149,0,1998,4,NaN,1402000.0,-319000.0,Kara Sea
2150,0,1998,4,NaN,1432000.0,-319000.0,Kara Sea
2151,0,1998,4,NaN,1437000.0,-319000.0,Kara Sea
2152,0,1998,4,NaN,1442000.0,-319000.0,Kara Sea
2153,0,2005,3,NaN,1467000.0,-319000.0,Kara Sea
2154,0,2004,5,NaN,1472000.0,-319000.0,Kara Sea
2155,0,2004,5,NaN,1477000.0,-319000.0,Kara Sea
2156,0,2004,5,NaN,1482000.0,-319000.0,Kara Sea
2157,0,2004,5,NaN,1487000.0,-319000.0,Kara Sea
2158,0,2004,5,NaN,1492000.0,-319000.0,Kara Sea
2159,0,2001,8,NaN,1522000.0,-319000.0,Kara Sea
2160,0,2001,4,NaN,1552000.0,-319000.0,Kara Sea
2161,0,2001,4,NaN,1557000.0,-319000.0,Kara Sea
2162,0,2001,4,NaN,1562000.0,-319000.0,Kara Sea
2163,0,2001,4,NaN,1577000.0,-319000.0,Kara Sea
2164,0,2001,4,NaN,1582000.0,-319000.0,Kara Sea
2165,0,2004,5,NaN,1587000.0,-319000.0,Kara Sea
2166,0,2004,5,NaN,1592000.0,-319000.0,Kara Sea
2167,0,2001,4,NaN,1622000.0,-319000.0,Kara Sea
2168,0,2001,4,NaN,1627000.0,-319000.0,Kara Sea
2169,0,2004,5,NaN,1647000.0,-319000.0,Kara Sea
2170,0,2004,5,NaN,1707000.0,-319000.0,Kara Sea
2171,0,2004,5,NaN,1712000.0,-319000.0,Kara Sea
2172,0,1999,7,NaN,1722000.0,-319000.0,Kara Sea
2173,0,2005,3,NaN,1742000.0,-319000.0,Kara Sea
2174,0,2005,3,NaN,1747000.0,-319000.0,Kara Sea
2175,0,2005,3,NaN,1752000.0,-319000.0,Kara Sea
2176,0,2002,11,NaN,1757000.0,-319000.0,Kara Sea
2177,0,1999,7,NaN,1762000.0,-319000.0,Kara Sea
2178,0,1999,7,NaN,1767000.0,-319000.0,Kara Sea
2179,0,1996,3,NaN,1772000.0,-319000.0,Kara Sea
2180,0,1996,3,NaN,1777000.0,-319000.0,Kara Sea
2181,0,1999,7,NaN,1782000.0,-319000.0,Kara Sea
2182,0,1999,7,NaN,1787000.0,-319000.0,Kara Sea
2183,0,2003,2,NaN,1792000.0,-319000.0,Kara Sea
2184,0,1997,4,NaN,1797000.0,-319000.0,Kara Sea
2185,0,2005,3,NaN,1802000.0,-319000.0,Kara Sea
2186,0,2000,4,NaN,1807000.0,-319000.0,Kara Sea
2187,0,2000,4,NaN,1812000.0,-319000.0,Kara Sea
2188,0,2005,3,NaN,1817000.0,-319000.0,Kara Sea
2189,0,1996,3,NaN,1822000.0,-319000.0,Kara Sea
2190,0,2005,11,NaN,1827000.0,-319000.0,Kara Sea
2191,0,2005,11,NaN,1832000.0,-319000.0,Kara Sea
2192,0,2005,1,NaN,1837000.0,-319000.0,Kara Sea
2193,0,2005,11,NaN,1842000.0,-319000.0,Kara Sea
2194,0,1997,4,NaN,1857000.0,-319000.0,Kara Sea
2195,0,1997,4,NaN,1862000.0,-319000.0,Kara Sea
2196,0,2001,2,NaN,1877000.0,-319000.0,Kara Sea
2197,0,1998,3,NaN,1912000.0,-319000.0,Kara Sea
2198,0,1998,3,NaN,1917000.0,-319000.0,Kara Sea
2199,0,1998,3,NaN,1922000.0,-319000.0,Kara Sea
2200,0,1998,3,NaN,1927000.0,-319000.0,Kara Sea
2201,0,1999,7,NaN,1342000.0,-324000.0,Kara Sea
2202,0,2001,4,NaN,1357000.0,-324000.0,Kara Sea
2203,0,2001,4,NaN,1362000.0,-324000.0,Kara Sea
2204,0,1998,4,NaN,1367000.0,-324000.0,Kara Sea
2205,0,2001,4,NaN,1372000.0,-324000.0,Kara Sea
2206,0,1998,4,NaN,1377000.0,-324000.0,Kara Sea
2207,0,1998,4,NaN,1427000.0,-324000.0,Kara Sea
2208,0,2001,4,NaN,1432000.0,-324000.0,Kara Sea
2209,0,2001,4,NaN,1437000.0,-324000.0,Kara Sea
2210,0,2004,5,NaN,1452000.0,-324000.0,Kara Sea
2211,0,2004,5,NaN,1457000.0,-324000.0,Kara Sea
2212,0,2004,5,NaN,1462000.0,-324000.0,Kara Sea
2213,0,2005,3,NaN,1467000.0,-324000.0,Kara Sea
2214,0,2004,5,NaN,1472000.0,-324000.0,Kara Sea
2215,0,2001,4,NaN,1482000.0,-324000.0,Kara Sea
2216,0,2001,8,NaN,1522000.0,-324000.0,Kara Sea
2217,0,2001,4,NaN,1562000.0,-324000.0,Kara Sea
2218,0,2001,4,NaN,1567000.0,-324000.0,Kara Sea
2219,0,2001,4,NaN,1572000.0,-324000.0,Kara Sea
2220,0,2001,4,NaN,1577000.0,-324000.0,Kara Sea
2221,0,2004,5,NaN,1587000.0,-324000.0,Kara Sea
2222,0,2001,4,NaN,1627000.0,-324000.0,Kara Sea
2223,0,2004,5,NaN,1647000.0,-324000.0,Kara Sea
2224,0,2004,5,NaN,1652000.0,-324000.0,Kara Sea
2225,0,2004,5,NaN,1712000.0,-324000.0,Kara Sea
2226,0,2004,5,NaN,1717000.0,-324000.0,Kara Sea
2227,0,1999,7,NaN,1722000.0,-324000.0,Kara Sea
2228,0,2005,3,NaN,1727000.0,-324000.0,Kara Sea
2229,0,2005,3,NaN,1732000.0,-324000.0,Kara Sea
2230,0,2005,3,NaN,1737000.0,-324000.0,Kara Sea
2231,0,2005,3,NaN,1742000.0,-324000.0,Kara Sea
2232,0,2005,3,NaN,1752000.0,-324000.0,Kara Sea
2233,0,2002,11,NaN,1757000.0,-324000.0,Kara Sea
2234,0,1999,7,NaN,1762000.0,-324000.0,Kara Sea
2235,0,1996,3,NaN,1772000.0,-324000.0,Kara Sea
2236,0,1996,3,NaN,1777000.0,-324000.0,Kara Sea
2237,0,1999,7,NaN,1782000.0,-324000.0,Kara Sea
2238,0,2003,2,NaN,1787000.0,-324000.0,Kara Sea
2239,0,1997,4,NaN,1792000.0,-324000.0,Kara Sea
2240,0,2005,3,NaN,1797000.0,-324000.0,Kara Sea
2241,0,2000,4,NaN,1802000.0,-324000.0,Kara Sea
2242,0,2005,11,NaN,1807000.0,-324000.0,Kara Sea
2243,0,2005,11,NaN,1812000.0,-324000.0,Kara Sea
2244,0,2005,11,NaN,1817000.0,-324000.0,Kara Sea
2245,0,2005,3,NaN,1822000.0,-324000.0,Kara Sea
2246,0,2002,10,NaN,1827000.0,-324000.0,Kara Sea
2247,0,2005,3,NaN,1832000.0,-324000.0,Kara Sea
2248,0,1996,3,NaN,1837000.0,-324000.0,Kara Sea
2249,0,2005,3,NaN,1842000.0,-324000.0,Kara Sea
2250,0,2005,3,NaN,1847000.0,-324000.0,Kara Sea
2251,0,1997,4,NaN,1852000.0,-324000.0,Kara Sea
2252,0,1997,4,NaN,1857000.0,-324000.0,Kara Sea
2253,0,2005,3,NaN,1862000.0,-324000.0,Kara Sea
2254,0,2005,3,NaN,1867000.0,-324000.0,Kara Sea
2255,0,2005,3,NaN,1872000.0,-324000.0,Kara Sea
2256,0,2001,2,NaN,1877000.0,-324000.0,Kara Sea
2257,0,1999,5,NaN,1892000.0,-324000.0,Kara Sea
2258,0,1999,5,NaN,1897000.0,-324000.0,Kara Sea
2259,0,1999,5,NaN,1902000.0,-324000.0,Kara Sea
2260,0,1998,3,NaN,1907000.0,-324000.0,Kara Sea
2261,0,1999,5,NaN,1912000.0,-324000.0,Kara Sea
2262,0,2001,3,NaN,1917000.0,-324000.0,Kara Sea
2263,0,1999,7,NaN,1342000.0,-329000.0,Kara Sea
2264,0,2001,4,NaN,1357000.0,-329000.0,Kara Sea
2265,0,1998,4,NaN,1362000.0,-329000.0,Kara Sea
2266,0,2001,4,NaN,1372000.0,-329000.0,Kara Sea
2267,0,1998,4,NaN,1422000.0,-329000.0,Kara Sea
2268,0,1998,4,NaN,1427000.0,-329000.0,Kara Sea
2269,0,2001,4,NaN,1432000.0,-329000.0,Kara Sea
2270,0,2004,5,NaN,1437000.0,-329000.0,Kara Sea
2271,0,2001,4,NaN,1442000.0,-329000.0,Kara Sea
2272,0,2004,5,NaN,1447000.0,-329000.0,Kara Sea
2273,0,2004,5,NaN,1452000.0,-329000.0,Kara Sea
2274,0,2005,3,NaN,1457000.0,-329000.0,Kara Sea
2275,0,2005,3,NaN,1462000.0,-329000.0,Kara Sea
2276,0,2001,4,NaN,1477000.0,-329000.0,Kara Sea
2277,0,2001,4,NaN,1482000.0,-329000.0,Kara Sea
2278,0,2001,8,NaN,1522000.0,-329000.0,Kara Sea
2279,0,2004,5,NaN,1582000.0,-329000.0,Kara Sea
2280,0,2004,5,NaN,1587000.0,-329000.0,Kara Sea
2281,0,2001,4,NaN,1627000.0,-329000.0,Kara Sea
2282,0,2001,4,NaN,1632000.0,-329000.0,Kara Sea
2283,0,2004,5,NaN,1652000.0,-329000.0,Kara Sea
2284,0,2004,5,NaN,1657000.0,-329000.0,Kara Sea
2285,0,2005,3,NaN,1712000.0,-329000.0,Kara Sea
2286,0,2005,3,NaN,1717000.0,-329000.0,Kara Sea
2287,0,1999,7,NaN,1722000.0,-329000.0,Kara Sea
2288,0,2005,3,NaN,1727000.0,-329000.0,Kara Sea
2289,0,2005,3,NaN,1742000.0,-329000.0,Kara Sea
2290,0,2005,3,NaN,1747000.0,-329000.0,Kara Sea
2291,0,2001,3,NaN,1752000.0,-329000.0,Kara Sea
2292,0,2001,3,NaN,1757000.0,-329000.0,Kara Sea
2293,0,2001,3,NaN,1762000.0,-329000.0,Kara Sea
2294,0,2001,3,NaN,1767000.0,-329000.0,Kara Sea
2295,0,1996,3,NaN,1772000.0,-329000.0,Kara Sea
2296,0,1999,7,NaN,1777000.0,-329000.0,Kara Sea
2297,0,2001,3,NaN,1782000.0,-329000.0,Kara Sea
2298,0,2003,2,NaN,1787000.0,-329000.0,Kara Sea
2299,0,2005,11,NaN,1792000.0,-329000.0,Kara Sea
2300,0,2005,3,NaN,1797000.0,-329000.0,Kara Sea
2301,0,1999,3,NaN,1802000.0,-329000.0,Kara Sea
2302,0,1997,4,NaN,1807000.0,-329000.0,Kara Sea
2303,0,2000,4,NaN,1812000.0,-329000.0,Kara Sea
2304,0,2000,2,NaN,1817000.0,-329000.0,Kara Sea
2305,0,2002,10,NaN,1822000.0,-329000.0,Kara Sea
2306,0,2005,3,NaN,1827000.0,-329000.0,Kara Sea
2307,0,2002,2,NaN,1832000.0,-329000.0,Kara Sea
2308,0,2002,10,NaN,1837000.0,-329000.0,Kara Sea
2309,0,2003,2,NaN,1842000.0,-329000.0,Kara Sea
2310,0,1997,4,NaN,1847000.0,-329000.0,Kara Sea
2311,0,1996,3,NaN,1852000.0,-329000.0,Kara Sea
2312,0,1996,3,NaN,1857000.0,-329000.0,Kara Sea
2313,0,1996,3,NaN,1862000.0,-329000.0,Kara Sea
2314,0,1996,3,NaN,1867000.0,-329000.0,Kara Sea
2315,0,1996,3,NaN,1872000.0,-329000.0,Kara Sea
2316,0,1999,5,NaN,1877000.0,-329000.0,Kara Sea
2317,0,1999,5,NaN,1882000.0,-329000.0,Kara Sea
2318,0,2005,3,NaN,1887000.0,-329000.0,Kara Sea
2319,0,2005,3,NaN,1892000.0,-329000.0,Kara Sea
2320,0,2001,2,NaN,1897000.0,-329000.0,Kara Sea
2321,0,2005,3,NaN,1902000.0,-329000.0,Kara Sea
2322,0,1999,5,NaN,1912000.0,-329000.0,Kara Sea
2323,0,2001,3,NaN,1917000.0,-329000.0,Kara Sea
2324,0,1999,7,NaN,1337000.0,-334000.0,Kara Sea
2325,0,1999,7,NaN,1342000.0,-334000.0,Kara Sea
2326,0,1998,4,NaN,1357000.0,-334000.0,Kara Sea
2327,0,1998,4,NaN,1362000.0,-334000.0,Kara Sea
2328,0,2001,4,NaN,1372000.0,-334000.0,Kara Sea
2329,0,2004,5,NaN,1402000.0,-334000.0,Kara Sea
2330,0,2004,5,NaN,1407000.0,-334000.0,Kara Sea
2331,0,2004,5,NaN,1412000.0,-334000.0,Kara Sea
2332,0,2004,5,NaN,1417000.0,-334000.0,Kara Sea
2333,0,2004,5,NaN,1422000.0,-334000.0,Kara Sea
2334,0,2004,5,NaN,1427000.0,-334000.0,Kara Sea
2335,0,2001,4,NaN,1432000.0,-334000.0,Kara Sea
2336,0,2001,4,NaN,1447000.0,-334000.0,Kara Sea
2337,0,2001,4,NaN,1452000.0,-334000.0,Kara Sea
2338,0,2005,3,NaN,1457000.0,-334000.0,Kara Sea
2339,0,2005,3,NaN,1462000.0,-334000.0,Kara Sea
2340,0,2001,4,NaN,1477000.0,-334000.0,Kara Sea
2341,0,2001,8,NaN,1522000.0,-334000.0,Kara Sea
2342,0,2004,5,NaN,1577000.0,-334000.0,Kara Sea
2343,0,2004,5,NaN,1582000.0,-334000.0,Kara Sea
2344,0,2001,4,NaN,1632000.0,-334000.0,Kara Sea
2345,0,2004,5,NaN,1657000.0,-334000.0,Kara Sea
2346,0,2005,3,NaN,1697000.0,-334000.0,Kara Sea
2347,0,2005,3,NaN,1702000.0,-334000.0,Kara Sea
2348,0,2005,3,NaN,1707000.0,-334000.0,Kara Sea
2349,0,2005,3,NaN,1712000.0,-334000.0,Kara Sea
2350,0,1999,7,NaN,1722000.0,-334000.0,Kara Sea
2351,0,2004,5,NaN,1727000.0,-334000.0,Kara Sea
2352,0,2005,3,NaN,1732000.0,-334000.0,Kara Sea
2353,0,2005,3,NaN,1737000.0,-334000.0,Kara Sea
2354,0,1999,7,NaN,1742000.0,-334000.0,Kara Sea
2355,0,1999,7,NaN,1747000.0,-334000.0,Kara Sea
2356,0,2001,3,NaN,1752000.0,-334000.0,Kara Sea
2357,0,2002,11,NaN,1757000.0,-334000.0,Kara Sea
2358,0,1996,3,NaN,1772000.0,-334000.0,Kara Sea
2359,0,2005,11,NaN,1777000.0,-334000.0,Kara Sea
2360,0,2005,11,NaN,1782000.0,-334000.0,Kara Sea
2361,0,1997,4,NaN,1787000.0,-334000.0,Kara Sea
2362,0,2001,3,NaN,1792000.0,-334000.0,Kara Sea
2363,0,2005,3,NaN,1797000.0,-334000.0,Kara Sea
2364,0,2001,3,NaN,1802000.0,-334000.0,Kara Sea
2365,0,2001,3,NaN,1807000.0,-334000.0,Kara Sea
2366,0,2002,2,NaN,1812000.0,-334000.0,Kara Sea
2367,0,1997,4,NaN,1817000.0,-334000.0,Kara Sea
2368,0,2004,1,NaN,1822000.0,-334000.0,Kara Sea
2369,0,2005,3,NaN,1827000.0,-334000.0,Kara Sea
2370,0,2004,1,NaN,1832000.0,-334000.0,Kara Sea
2371,0,2004,1,NaN,1837000.0,-334000.0,Kara Sea
2372,0,2004,1,NaN,1842000.0,-334000.0,Kara Sea
2373,0,1997,4,NaN,1847000.0,-334000.0,Kara Sea
2374,0,1997,4,NaN,1852000.0,-334000.0,Kara Sea
2375,0,1999,5,NaN,1857000.0,-334000.0,Kara Sea
2376,0,2005,3,NaN,1862000.0,-334000.0,Kara Sea
2377,0,2000,2,NaN,1867000.0,-334000.0,Kara Sea
2378,0,2000,4,NaN,1872000.0,-334000.0,Kara Sea
2379,0,2005,3,NaN,1877000.0,-334000.0,Kara Sea
2380,0,2005,3,NaN,1882000.0,-334000.0,Kara Sea
2381,0,2001,2,NaN,1887000.0,-334000.0,Kara Sea
2382,0,2005,3,NaN,1892000.0,-334000.0,Kara Sea
2383,0,2005,3,NaN,1897000.0,-334000.0,Kara Sea
2384,0,2005,3,NaN,1902000.0,-334000.0,Kara Sea
2385,0,2003,2,NaN,1907000.0,-334000.0,Kara Sea
2386,0,2003,2,NaN,1912000.0,-334000.0,Kara Sea
2387,0,2001,3,NaN,1917000.0,-334000.0,Kara Sea
2388,0,1999,7,NaN,1337000.0,-339000.0,Kara Sea
2389,0,1998,4,NaN,1352000.0,-339000.0,Kara Sea
2390,0,1998,4,NaN,1357000.0,-339000.0,Kara Sea
2391,0,2001,4,NaN,1372000.0,-339000.0,Kara Sea
2392,0,2004,5,NaN,1397000.0,-339000.0,Kara Sea
2393,0,2004,5,NaN,1402000.0,-339000.0,Kara Sea
2394,0,1998,4,NaN,1412000.0,-339000.0,Kara Sea
2395,0,1998,4,NaN,1417000.0,-339000.0,Kara Sea
2396,0,2001,4,NaN,1427000.0,-339000.0,Kara Sea
2397,0,2001,4,NaN,1432000.0,-339000.0,Kara Sea
2398,0,2005,3,NaN,1447000.0,-339000.0,Kara Sea
2399,0,2005,3,NaN,1452000.0,-339000.0,Kara Sea
2400,0,2005,3,NaN,1457000.0,-339000.0,Kara Sea
2401,0,2001,4,NaN,1462000.0,-339000.0,Kara Sea
2402,0,2001,4,NaN,1467000.0,-339000.0,Kara Sea
2403,0,2001,4,NaN,1477000.0,-339000.0,Kara Sea
2404,0,2001,8,NaN,1522000.0,-339000.0,Kara Sea
2405,0,2001,8,NaN,1527000.0,-339000.0,Kara Sea
2406,0,2001,3,NaN,1537000.0,-339000.0,Kara Sea
2407,0,2001,3,NaN,1542000.0,-339000.0,Kara Sea
2408,0,2001,3,NaN,1547000.0,-339000.0,Kara Sea
2409,0,2004,5,NaN,1567000.0,-339000.0,Kara Sea
2410,0,2004,5,NaN,1572000.0,-339000.0,Kara Sea
2411,0,2004,5,NaN,1577000.0,-339000.0,Kara Sea
2412,0,2001,4,NaN,1632000.0,-339000.0,Kara Sea
2413,0,2001,4,NaN,1637000.0,-339000.0,Kara Sea
2414,0,2004,5,NaN,1657000.0,-339000.0,Kara Sea
2415,0,2004,5,NaN,1662000.0,-339000.0,Kara Sea
2416,0,2005,3,NaN,1682000.0,-339000.0,Kara Sea
2417,0,2005,3,NaN,1687000.0,-339000.0,Kara Sea
2418,0,2005,3,NaN,1692000.0,-339000.0,Kara Sea
2419,0,2005,3,NaN,1697000.0,-339000.0,Kara Sea
2420,0,1999,7,NaN,1722000.0,-339000.0,Kara Sea
2421,0,2005,3,NaN,1727000.0,-339000.0,Kara Sea
2422,0,2004,5,NaN,1732000.0,-339000.0,Kara Sea
2423,0,1999,7,NaN,1737000.0,-339000.0,Kara Sea
2424,0,2001,3,NaN,1752000.0,-339000.0,Kara Sea
2425,0,2002,11,NaN,1757000.0,-339000.0,Kara Sea
2426,0,2005,11,NaN,1762000.0,-339000.0,Kara Sea
2427,0,2005,11,NaN,1767000.0,-339000.0,Kara Sea
2428,0,1996,3,NaN,1772000.0,-339000.0,Kara Sea
2429,0,1996,3,NaN,1777000.0,-339000.0,Kara Sea
2430,0,2003,2,NaN,1782000.0,-339000.0,Kara Sea
2431,0,2005,3,NaN,1787000.0,-339000.0,Kara Sea
2432,0,2004,1,NaN,1792000.0,-339000.0,Kara Sea
2433,0,2005,3,NaN,1797000.0,-339000.0,Kara Sea
2434,0,2000,2,NaN,1802000.0,-339000.0,Kara Sea
2435,0,2002,2,NaN,1807000.0,-339000.0,Kara Sea
2436,0,2005,1,NaN,1812000.0,-339000.0,Kara Sea
2437,0,2002,10,NaN,1817000.0,-339000.0,Kara Sea
2438,0,2000,4,NaN,1822000.0,-339000.0,Kara Sea
2439,0,1997,4,NaN,1827000.0,-339000.0,Kara Sea
2440,0,2005,11,NaN,1832000.0,-339000.0,Kara Sea
2441,0,1997,4,NaN,1837000.0,-339000.0,Kara Sea
2442,0,2000,4,NaN,1842000.0,-339000.0,Kara Sea
2443,0,1997,4,NaN,1847000.0,-339000.0,Kara Sea
2444,0,2001,3,NaN,1852000.0,-339000.0,Kara Sea
2445,0,2005,3,NaN,1857000.0,-339000.0,Kara Sea
2446,0,2001,3,NaN,1862000.0,-339000.0,Kara Sea
2447,0,2001,3,NaN,1867000.0,-339000.0,Kara Sea
2448,0,2001,3,NaN,1872000.0,-339000.0,Kara Sea
2449,0,2001,3,NaN,1877000.0,-339000.0,Kara Sea
2450,0,2001,3,NaN,1882000.0,-339000.0,Kara Sea
2451,0,2001,3,NaN,1887000.0,-339000.0,Kara Sea
2452,0,2001,3,NaN,1892000.0,-339000.0,Kara Sea
2453,0,2001,3,NaN,1897000.0,-339000.0,Kara Sea
2454,0,2001,3,NaN,1902000.0,-339000.0,Kara Sea
2455,0,2003,2,NaN,1907000.0,-339000.0,Kara Sea
2456,0,2001,3,NaN,1912000.0,-339000.0,Kara Sea
2457,0,2001,3,NaN,1917000.0,-339000.0,Kara Sea
2458,0,2001,3,NaN,1922000.0,-339000.0,Kara Sea
2459,0,1999,7,NaN,1337000.0,-344000.0,Kara Sea
2460,0,1998,4,NaN,1347000.0,-344000.0,Kara Sea
2461,0,2001,4,NaN,1352000.0,-344000.0,Kara Sea
2462,0,2001,4,NaN,1372000.0,-344000.0,Kara Sea
2463,0,2004,5,NaN,1392000.0,-344000.0,Kara Sea
2464,0,2004,5,NaN,1397000.0,-344000.0,Kara Sea
2465,0,1998,4,NaN,1407000.0,-344000.0,Kara Sea
2466,0,1998,4,NaN,1412000.0,-344000.0,Kara Sea
2467,0,2001,4,NaN,1427000.0,-344000.0,Kara Sea
2468,0,2005,3,NaN,1442000.0,-344000.0,Kara Sea
2469,0,2005,3,NaN,1447000.0,-344000.0,Kara Sea
2470,0,2005,3,NaN,1452000.0,-344000.0,Kara Sea
2471,0,2001,4,NaN,1467000.0,-344000.0,Kara Sea
2472,0,2001,4,NaN,1472000.0,-344000.0,Kara Sea
2473,0,2001,4,NaN,1477000.0,-344000.0,Kara Sea
2474,0,2001,8,NaN,1527000.0,-344000.0,Kara Sea
2475,0,2001,3,NaN,1532000.0,-344000.0,Kara Sea
2476,0,2001,3,NaN,1537000.0,-344000.0,Kara Sea
2477,0,2001,3,NaN,1547000.0,-344000.0,Kara Sea
2478,0,2001,3,NaN,1552000.0,-344000.0,Kara Sea
2479,0,2001,3,NaN,1557000.0,-344000.0,Kara Sea
2480,0,2001,3,NaN,1562000.0,-344000.0,Kara Sea
2481,0,2004,5,NaN,1567000.0,-344000.0,Kara Sea
2482,0,2001,4,NaN,1637000.0,-344000.0,Kara Sea
2483,0,2001,4,NaN,1642000.0,-344000.0,Kara Sea
2484,0,2001,4,NaN,1647000.0,-344000.0,Kara Sea
2485,0,2001,4,NaN,1652000.0,-344000.0,Kara Sea
2486,0,2004,5,NaN,1662000.0,-344000.0,Kara Sea
2487,0,2005,3,NaN,1667000.0,-344000.0,Kara Sea
2488,0,2005,3,NaN,1672000.0,-344000.0,Kara Sea
2489,0,2005,3,NaN,1677000.0,-344000.0,Kara Sea
2490,0,2005,3,NaN,1682000.0,-344000.0,Kara Sea
2491,0,2005,3,NaN,1712000.0,-344000.0,Kara Sea
2492,0,2005,3,NaN,1717000.0,-344000.0,Kara Sea
2493,0,1999,7,NaN,1722000.0,-344000.0,Kara Sea
2494,0,1999,7,NaN,1727000.0,-344000.0,Kara Sea
2495,0,2004,5,NaN,1732000.0,-344000.0,Kara Sea
2496,0,2005,11,NaN,1742000.0,-344000.0,Kara Sea
2497,0,2005,11,NaN,1747000.0,-344000.0,Kara Sea
2498,0,2005,3,NaN,1752000.0,-344000.0,Kara Sea
2499,0,2002,11,NaN,1757000.0,-344000.0,Kara Sea
2500,0,1999,7,NaN,1762000.0,-344000.0,Kara Sea
2501,0,1999,7,NaN,1767000.0,-344000.0,Kara Sea
2502,0,1996,3,NaN,1772000.0,-344000.0,Kara Sea
2503,0,2003,2,NaN,1777000.0,-344000.0,Kara Sea
2504,0,1997,4,NaN,1782000.0,-344000.0,Kara Sea
2505,0,2004,1,NaN,1787000.0,-344000.0,Kara Sea
2506,0,2005,3,NaN,1792000.0,-344000.0,Kara Sea
2507,0,1996,4,NaN,1797000.0,-344000.0,Kara Sea
2508,0,2000,4,NaN,1802000.0,-344000.0,Kara Sea
2509,0,1999,5,NaN,1807000.0,-344000.0,Kara Sea
2510,0,1999,5,NaN,1812000.0,-344000.0,Kara Sea
2511,0,1999,5,NaN,1817000.0,-344000.0,Kara Sea
2512,0,2002,5,NaN,1822000.0,-344000.0,Kara Sea
2513,0,1996,3,NaN,1827000.0,-344000.0,Kara Sea
2514,0,2003,2,NaN,1832000.0,-344000.0,Kara Sea
2515,0,1996,3,NaN,1837000.0,-344000.0,Kara Sea
2516,0,1996,3,NaN,1842000.0,-344000.0,Kara Sea
2517,0,1996,3,NaN,1847000.0,-344000.0,Kara Sea
2518,0,2002,5,NaN,1852000.0,-344000.0,Kara Sea
2519,0,2002,10,NaN,1857000.0,-344000.0,Kara Sea
2520,0,2001,2,NaN,1862000.0,-344000.0,Kara Sea
2521,0,2002,2,NaN,1867000.0,-344000.0,Kara Sea
2522,0,2002,5,NaN,1872000.0,-344000.0,Kara Sea
2523,0,2002,5,NaN,1877000.0,-344000.0,Kara Sea
2524,0,2002,5,NaN,1882000.0,-344000.0,Kara Sea
